region_id,Comuna,Votos derecha,Votos PDG
7,PENCAHUE,0.6752100840336135,0.05952380952380952
7,RAUCO,0.627048042210497,0.061371841155234655
7,RIO CLARO,0.6723785746709033,0.06332274171584204
7,ROMERAL,0.624556562869531,0.06365786361844698
7,SAGRADA FAMILIA,0.0,0.06772237196765499
7,SAN CLEMENTE,0.6215663580246914,0.06878858024691357
7,SAN RAFAEL,0.6528505897771952,0.0737221494102228
7,TALCA,0.572129326834084,0.05848553094341951
7,TENO,0.5843731591067316,0.061372034488298616
7,VICHUQUEN,0.6142115509409475,0.04769630110317975
7,CAUQUENES,0.7271757173345981,0.047624693700102756
7,CHANCO,0.73467417538214,0.04360418342719228
7,COLBUN,0.6647521636506688,0.07505900865460267
7,LINARES,0.6596983564522161,0.06807457397745686
7,LONGAVI,0.6996846047703529,0.05785531243839937
7,PARRAL,0.6145297853039008,0.043468400362866644
7,PELLUHUE,0.6542391109517834,0.045348628786520885
7,RETIRO,0.6832167306100956,0.056721582787933496
7,SAN JAVIER,0.6654394513625699,0.06966251579137339
7,VILLA ALEGRE,0.7024189397838394,0.07050952135872363
7,YERBAS BUENAS,0.7232549982462294,0.0623465450719046
8,CHIGUAYANTE,0.5447376995764093,0.07279244053437602
8,CONCEPCION,0.5603229544576652,0.05970567518234354
8,CORONEL,0.5944942403675112,0.08408890731050205
8,FLORIDA,0.6799157673071861,0.09265596209528823
8,HUALPEN,0.5618194828553194,0.07975709285009766
8,HUALQUI,0.6304634790261073,0.08521560574948665
8,PENCO,0.518289615522817,0.08569888609414301
8,SAN PEDRO DE LA PAZ,0.5981923611727463,0.07002751397887637
8,SANTA JUANA,0.7214651695192412,0.05570696609615175
8,TALCAHUANO,0.6020525461289596,0.07348636573717456
8,TOME,0.6018327811110116,0.06874421659054954
8,ALTO BIOBIO,0.7247301275760549,0.07850834151128558
8,ANTUCO,0.6236597569692638,0.08470335954253037
8,ARAUCO,0.6751278928136419,0.07395858708891595
8,CABRERO,0.6917558768347865,0.0841518596181437
8,CAÑETE,0.7461819389110226,0.05610889774236388
8,CONTULMO,0.7705274605764002,0.05818379554105492
8,CURANILAHUE,0.6352518792774599,0.07287108717603501
8,LAJA,0.6514987360057782,0.08869628024557602
8,LEBU,0.6973584905660377,0.055547169811320754
8,LOS ALAMOS,0.7441601779755284,0.05707196029776675
8,LOS ANGELES,0.724354409658277,0.06800900347861674
8,LOTA,0.5809182428309945,0.08046064673581452
8,MULCHEN,0.5988465974625145,0.05553633217993079
8,NACIMIENTO,0.6723191411492009,0.1035744784677321
8,NEGRETE,0.7467148488830486,0.06471747700394218
8,QUILACO,0.6479750778816199,0.0761509172724126
8,QUILLECO,0.7201964578062212,0.08304807262985563
8,SAN ROSENDO,0.5545767905017235,0.06357717349674455
8,SANTA BARBARA,0.6937971014492753,0.08347826086956522
8,TIRUA,0.8163862472567667,0.04559863447939527
8,TUCAPEL,0.6498436320500377,0.09069341097810849
8,YUMBEL,0.6282051282051282,0.06699985513544836
9,ANGOL,0.7193955138765682,0.04828285388417184
9,COLLIPULLI,0.7744290929916243,0.04416923187057055
9,CURACAUTIN,0.7255305811766813,0.046297125458941525
9,ERCILLA,0.8102328099621007,0.03438007579859231
9,GALVARINO,0.6224299065420561,0.05318606627017842
9,LAUTARO,0.7069787813899163,0.04934786840568425
9,LONQUIMAY,0.7198318991394836,0.03842305383229938
9,LOS SAUCES,0.73505722763883,0.04217888935989826
9,LUMACO,0.7947971267715007,0.04309842748980781
9,MELIPEUCO,0.7357894736842105,0.039473684210526314
9,PERQUENCO,0.6644225789746245,0.04971517348524081
9,PUREN,0.7379974507860076,0.039229570882311285
9,RENAICO,0.7084260731319555,0.0739268680445151
9,TRAIGUEN,0.7237117322684921,0.04420992584141472
9,VICTORIA,0.7683194607567788,0.033396313128734104
9,VILCUN,0.6822855655342965,0.049069373942470386
9,CARAHUE,0.6847673875836315,0.047533841605725845
9,CHOLCHOL,0.6608265092363359,0.0594172538564083
9,CUNCO,0.6745454545454546,0.06272727272727273
9,CURARREHUE,0.6459143968871596,0.05940337224383917
9,FREIRE,0.661700756965695,0.05266548558544049
9,GORBEA,0.7278868482161706,0.051509394131306736
9,LONCOCHE,0.6531647608310517,0.061120953454662584
9,NUEVA IMPERIAL,0.6593878312803285,0.050329725021774296
9,PADRE LAS CASAS,0.6422846513663594,0.05208304839018519
9,PITRUFQUEN,0.6747402415051952,0.04914349901713002
9,PUCON,0.6199207696661008,0.05189586870401811
9,SAAVEDRA,0.6081383519837233,0.04842319430315361
9,TEMUCO,0.596806212777646,0.04315608105577266
9,TEODORO SCHMIDT,0.720790047454149,0.040271899448505837
9,TOLTEN,0.6835908756438558,0.05224429727740986
9,VILLARRICA,0.6177590086961353,0.07148612230155864
10,FRESIA,0.659680377259628,0.06536547026460571
10,FRUTILLAR,0.6777006434134778,0.06781239417541483
10,LLANQUIHUE,0.6395511921458625,0.07804047285113204
10,LOS MUERMOS,0.7543745346239762,0.07064408041697692
10,OSORNO,0.6180677107323814,0.0704398894518655
10,PUERTO OCTAY,0.6230798771121352,0.09082181259600615
10,PUERTO VARAS,0.6866196037606949,0.05114024529099841
10,PURRANQUE,0.6992204231988349,0.06750621091407522
10,PUYEHUE,0.6808367071524967,0.07449392712550608
10,RIO NEGRO,0.6902308595278466,0.0636494065475414
10,SAN JUAN DE LA COSTA,0.6320675105485232,0.07257383966244725
10,SAN PABLO,0.6564354756655927,0.082414787179922
10,ANCUD,0.5595771789910812,0.06748147798593743
10,CALBUCO,0.6644916023604176,0.08397639582387653
10,CASTRO,0.5661328726831318,0.08198328586768756
10,CHAITEN,0.6192684183410613,0.0592478104070067
10,CHONCHI,0.5449192208968745,0.12713271931149026
10,COCHAMO,0.0,0.08457907159716758
10,CURACO DE VELEZ,0.5554906542056075,0.08119158878504673
10,DALCAHUE,0.6211336391889892,0.09397661684179369
10,FUTALEUFU,0.6612794612794612,0.05858585858585859
10,HUALAIHUE,0.6207781103035486,0.08764429243266353
10,MAULLIN,0.6628828189665366,0.06893697528674471
10,PALENA,0.631638418079096,0.05649717514124294
10,PUERTO MONTT,0.6162658051134777,0.07782697140122054
10,PUQUELDON,0.5466666666666666,0.13692307692307693
10,QUEILEN,0.5015649452269171,0.0903755868544601
10,QUELLON,0.61648274654055,0.10028025923979682
10,QUEMCHI,0.6171893703615035,0.06847019391908069
10,QUINCHAO,0.49307122139864645,0.09603609410248147
11,AYSEN,0.4856086612094006,0.04462635331396884
11,CHILE CHICO,0.4545080279950597,0.04199258954302182
11,CISNES,0.6765873015873016,0.03253968253968254
11,COCHRANE,0.6125373134328358,0.02507462686567164
11,COYHAIQUE,0.5187797505298635,0.0435009207463257
11,GUAITECAS,0.6346153846153846,0.04585798816568047
11,LAGO VERDE,0.5615550755939525,0.06263498920086392
11,O'HIGGINS,0.6148867313915858,0.038834951456310676
11,RIO IBAÑEZ,0.6556122448979592,0.02806122448979592
11,TORTEL,0.41700404858299595,0.0728744939271255
12,ANTARTICA,0.8545454545454545,0.03636363636363636
12,CABO DE HORNOS(EX-NAVARINO),0.7105855855855856,0.024774774774774775
12,LAGUNA BLANCA,0.5451807228915663,0.03614457831325301
12,NATALES,0.45882474653424377,0.05700393130560728
12,PORVENIR,0.45465346534653467,0.05821782178217822
12,PRIMAVERA,0.4339622641509434,0.059748427672955975
12,PUNTA ARENAS,0.47932155434488155,0.045119345032056106
12,RIO VERDE,0.6342281879194631,0.03691275167785235
12,SAN GREGORIO,0.6491935483870968,0.04838709677419355
12,TIMAUKEL,0.6181818181818182,0.03636363636363636
12,TORRES DEL PAINE,0.5454545454545454,0.053929121725731895
13,LA GRANJA,0.47102558495517166,0.06813282933991441
13,MACUL,0.4914061943752225,0.04407262370950516
13,ÑUÑOA,0.49054110540296375,0.022619095775521486
13,PROVIDENCIA,0.5725658522268692,0.01472044904248294
13,SAN JOAQUIN,0.43703884497681317,0.06032330135366014
13,SANTIAGO,0.5221836409400475,0.04081446458184628
13,LA REINA,0.5881684421074963,0.02329034897640659
13,LAS CONDES,0.7751138365322625,0.013604544323909987
13,LO BARNECHEA,0.8343475218304074,0.019989655277329845
13,PEÑALOLEN,0.5059427294050973,0.05649134958991232
13,VITACURA,0.8507143852262349,0.007027754988312874
13,LA FLORIDA,0.500471089726585,0.04606159841201599
13,LA PINTANA,0.49649636277522075,0.0798003473276417
13,PIRQUE,0.5664355062413314,0.05420249653259362
13,PUENTE ALTO,0.4823492225844716,0.057466243332125834
13,SAN JOSE DE MAIPO,0.4882454128440367,0.05389908256880734
13,EL BOSQUE,0.47099371408651847,0.05398688841660201
13,LA CISTERNA,0.5206752477844603,0.04713993966987053
13,LO ESPEJO,0.45868100742555307,0.07287759320217407
13,PEDRO AGUIRRE CERDA,0.43203287521740613,0.05986768066023258
13,SAN MIGUEL,0.49862172838102814,0.039202591719003095
13,SAN RAMON,0.48718054240915265,0.07103172970081073
13,ALHUE,0.5486858573216521,0.06508135168961202
13,BUIN,0.5930032691853999,0.06496242121937246
13,CALERA DE TANGO,0.6298302196799124,0.04710034686301953
13,CURACAVI,0.5731844120372629,0.05691849973174657
13,EL MONTE,0.5622651222651223,0.07356499356499356
13,ISLA DE MAIPO,0.5821596244131455,0.06525821596244132
13,MARIA PINTO,0.6044150110375276,0.05838852097130243
13,MELIPILLA,0.6118295019157088,0.0588657876943881
13,PADRE HURTADO,0.5201081169628963,0.07576378081742977
13,PAINE,0.6142270861833106,0.05884752921976624
13,PEÑAFLOR,0.506417622655474,0.07270708762635608
13,SAN BERNARDO,0.5217726009974227,0.06331291629012284
13,SAN PEDRO,0.6701787994891443,0.05284163473818646
13,TALAGANTE,0.547387047304471,0.06105933702960953
13,CERRILLOS,0.520558156870967,0.06557644373005335
13,COLINA,0.7155933992665852,0.049672185798422044
13,ESTACION CENTRAL,0.5315606936416185,0.05049982998979939
13,LAMPA,0.5833969426278547,0.07393806861551792
13,MAIPU,0.4788092250260996,0.05219922175705744
13,PUDAHUEL,0.4905951785190426,0.06581649381352568
13,QUILICURA,0.4822241183162685,0.06833048919226394
13,TILTIL,0.5781352286542598,0.07144861124099879
13,CERRO NAVIA,0.4872706339497733,0.0765920702309851
13,CONCHALI,0.4883659402631762,0.06597507484508808
13,HUECHURABA,0.5344534994312142,0.05825858307069728
13,INDEPENDENCIA,0.5339450666230687,0.05405460639254476
13,LO PRADO,0.46980420994576705,0.06732236418788491
13,QUINTA NORMAL,0.4916920564123504,0.05295725099726733
13,RECOLETA,0.4902822056913449,0.06370291651906955
13,RENCA,0.4749299197702197,0.07648756507449908
14,CORRAL,0.36564019448946516,0.04764991896272285
14,FUTRONO,0.7181085437936593,0.061149919398173026
14,LAGO RANCO,0.71580547112462,0.06653157716987504
14,LANCO,0.6581397837953548,0.06828641763887403
14,LA UNION,0.6878152017291066,0.06902917867435159
14,LOS LAGOS,0.6829187396351576,0.09660033167495855
14,MAFIL,0.6848792884371029,0.07772130453197798
14,MARIQUINA,0.638095238095238,0.07863945578231292
14,PAILLACO,0.6980506349591523,0.06317236916606002
14,PANGUIPULLI,0.6565939771547248,0.05280373831775701
14,RIO BUENO,0.6935207954666952,0.06233294130225596
14,VALDIVIA,0.5224881741809323,0.05590089253525897
15,ARICA,0.5140254768662135,0.07654374534448458
15,CAMARONES,0.4339440694310511,0.09064609450337512
15,GENERAL LAGOS,0.6263269639065817,0.1337579617834395
15,PUTRE,0.6318859364873622,0.06416072585871678
16,BULNES,0.6990072519890164,0.04991903119059354
16,CHILLAN,0.5769126985554696,0.041644929752289124
16,CHILLAN VIEJO,0.6173644881983157,0.05272209702289171
16,COBQUECURA,0.6543778801843319,0.04352278545826933
16,COELEMU,0.6396024751546971,0.05062816426026626
16,COIHUECO,0.7534238758274366,0.053355398310887925
16,EL CARMEN,0.724380847550908,0.038084755090809025
16,NINHUE,0.6785425101214575,0.03832658569500675
16,ÑIQUEN,0.7593887593887594,0.05244755244755245
16,PEMUCO,0.7155247181266262,0.05481352992194276
16,PINTO,0.7529585798816568,0.0487027765134274
16,PORTEZUELO,0.6711942593541773,0.03459764223475141
16,QUILLON,0.7044105173876166,0.05750636132315522
16,QUIRIHUE,0.6492857142857142,0.04428571428571428
16,RANQUIL,0.6377777777777778,0.054814814814814816
16,SAN CARLOS,0.7285114983005175,0.04636065774565943
16,SAN FABIAN,0.6872924841533353,0.05704799275581044
16,SAN IGNACIO,0.7349875472742367,0.0474126003136242
16,SAN NICOLAS,0.6746804268793245,0.053594464641726285
16,TREHUACO,0.685472496473907,0.05077574047954866
16,YUNGAY,0.6152121266481299,0.0887075073997668
