region_id,Comuna,Edad_Tramo1_2021,Edad_Tramo2_2021
5,Algarrobo,0.24296799224054316,0.7570320077594569
13,Alhué,0.29110919292188175,0.7088908070781182
8,Alto Biobío,0.3147482014388489,0.685251798561151
1,Alto Hospicio,0.351965985811084,0.6480340141889159
3,Alto del Carmen,0.23426014701182488,0.7657398529881752
10,Ancud,0.24127124432480213,0.7587287556751979
4,Andacollo,0.2788749251944943,0.7211250748055057
9,Angol,0.267978733327115,0.732021266672885
2,Antofagasta,0.33514573970927375,0.6648542602907263
8,Antuco,0.2642857142857143,0.7357142857142858
12,Antártica,0.0603448275862069,0.9396551724137931
8,Arauco,0.2662993572084481,0.7337006427915519
15,Arica,0.31656664508247606,0.6834333549175239
11,Aysén,0.25662948366842564,0.7433705163315744
13,Buin,0.2918789029900141,0.7081210970099859
16,Bulnes,0.26381948782011244,0.7361805121798876
5,Cabildo,0.266156462585034,0.733843537414966
12,Cabo de Hornos,0.2807843137254902,0.7192156862745098
8,Cabrero,0.2699076110866696,0.7300923889133304
2,Calama,0.3030858464897274,0.6969141535102725
10,Calbuco,0.27143386782834367,0.7285661321716563
3,Caldera,0.27819614711033275,0.7218038528896672
5,Calera,0.29852532177737534,0.7014746782226247
13,Calera de Tango,0.3008859419401571,0.6991140580598428
5,Calle Larga,0.2796774522813106,0.7203225477186894
15,Camarones,0.20833333333333334,0.7916666666666666
1,Camiña,0.2918918918918919,0.7081081081081081
4,Canela,0.2315810434090004,0.7684189565909996
9,Carahue,0.2625907033551261,0.7374092966448739
5,Cartagena,0.2696523871339968,0.7303476128660031
5,Casablanca,0.2781441761770947,0.7218558238229054
10,Castro,0.24883536353911453,0.7511646364608855
5,Catemu,0.273117308343683,0.726882691656317
7,Cauquenes,0.24645005011693952,0.7535499498830605
8,Cañete,0.2645780600792779,0.7354219399207221
13,Cerrillos,0.31096160157532,0.6890383984246801
13,Cerro Navia,0.31623015919227676,0.6837698408077232
10,Chaitén,0.21258558852298662,0.7874144114770134
7,Chanco,0.23215656178050653,0.7678434382194935
3,Chañaral,0.2812032121954539,0.718796787804546
8,Chiguayante,0.3026192026626149,0.6973807973373851
11,Chile Chico,0.20245602389644873,0.7975439761035513
16,Chillán,0.2889260293032213,0.7110739706967787
16,Chillán Viejo,0.28318497024541384,0.7168150297545861
6,Chimbarongo,0.2553905341325937,0.7446094658674063
