Comuna,"ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES,ACTIVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,ACTIVIDADES FINANCIERAS Y DE SEGUROS,ACTIVIDADES INMOBILIARIAS,"ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",ADMINISTRACION PUBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA,"AGRICULTURA, GANADERIA, SILVICULTURA Y PESCA",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,CONSTRUCCION,ENSEÑANZA,EXPLOTACION DE MINAS Y CANTERAS,INDUSTRIA MANUFACTURERA,INFORMACION Y COMUNICACIONES,OTRAS ACTIVIDADES DE SERVICIOS,"SUMINISTRO DE AGUA; EVACUACION DE AGUAS RESIDUALES, GESTION DE DESECHOS Y DESCONTAMINACION","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",TRANSPORTE Y ALMACENAMIENTO,Valor por Defecto,aporte,region_id,HHI_2021
COCHAMO,0.03447012212730392,0.000939736982433409,0.0,0.0,0.0,0.001958253944728724,0.14101928092641344,0.05469469701947039,6.111712945066397e-08,0.0,0.002518575787532411,0.0021601238233042675,0.00016526071803459535,9.778740712106235e-07,0.0,2.444685178026558e-05,1.5645985139369976e-05,0.0,0.0,9.778740712106235e-07,0.00010781061635097122,0.0,404500,10.0,0.23807597164776367
COCHRANE,0.0,0.002890507573129842,0.0,0.0,0.0,0.0007434208508238537,0.0,9.438392075526014e-06,0.00016060014016012233,0.0,0.002492325407443588,0.4015003504003058,0.03257720014818275,5.898995047203759e-07,0.0,0.0002855113602846619,3.7753568302104055e-05,5.898995047203759e-07,0.0,0.0,0.00023595980188815033,0.0,260400,11.0,0.4409342474416059
CODEGUA,6.95935206390875e-06,3.6077281099302967e-06,5.6370751717660875e-06,0.0,0.0,0.0028453199563657906,0.0541466544569732,3.187104871187652e-05,0.00019108710522998092,0.0,0.021205424112812517,0.23401363711327808,0.0002341126034298904,0.0,9.472451420320244e-06,0.0007662945650615286,8.938901095420574e-08,2.7837408255635002e-09,0.0,4.948872578779556e-09,0.00013760618579379113,0.0,5686000,6.0,0.31359778087604695
COELEMU,7.800324029360341e-10,6.028402422850846e-05,7.789091562758063e-05,0.0,0.0,0.008198580493132976,0.00021417817706856452,1.4216090543509223e-05,1.5101427320841622e-06,0.0,0.035719469224611326,0.057249299584529394,0.0006248254555618367,1.2480518446976546e-08,6.318262463781877e-06,0.1013018846109377,4.745717139462832e-06,9.784726462429612e-06,1.9500810073400854e-08,0.0017550729066060772,0.002672547798971843,0.0,3580500,16.0,0.20791064089197797
COIHUECO,4.424511742512442e-07,3.583854511435078e-05,4.554328146068797e-06,0.0,0.0,0.00019745074980921542,0.0008468792007152721,0.00015972487390469915,9.808435840302322e-06,0.0,0.2614215880489654,0.05032331808459928,0.004901280535966548,7.381867681518155e-07,0.0,0.007080214303161972,3.259697574744062e-05,3.0725775989669732e-09,7.681443997417433e-10,1.051589683246447e-06,0.0012137057906675417,0.0,3608100,16.0,0.3262291959409857
COINCO,0.0,4.6303425345909095e-06,1.7506696311339085e-05,0.0,0.0,0.011808531048840469,0.033936995186373074,0.0,0.00015161513564652764,0.0,0.06088180157481665,0.017229504571212775,0.01104195211811375,0.0,0.0,0.0015563095741263893,5.159116219096662e-06,0.0004477283989697488,5.159116219096662e-06,0.0,0.020305824120583262,0.0,836500,6.0,0.1573927169999668
COLBUN,4.953052958076899e-07,0.007493473820274541,1.7880521178657606e-06,0.0,0.0,0.012411800924062364,1.7880521178657606e-06,0.0001587007698297419,5.993194079273048e-05,0.0,0.05658565821425372,0.09949853261100716,0.010199450477595903,0.0,2.7860922889182553e-05,0.000136486327312767,0.0029214295079447493,1.4314323048842237e-06,1.9812211832307597e-08,0.0,0.0028084256047062246,0.0,1420900,7.0,0.19230727377471735
COLCHANE,0.0,8.416799932665601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416799932665601e-05,0.02880649776954802,0.6742067166063462,0.0,0.0,0.02880649776954802,0.0,0.0,0.0,0.0,0.0,0.0,21800,1.0,0.7319880481440956
COLINA,2.6882164257067276e-06,0.00017055721219557857,0.00022352968128212951,0.0,0.0,0.0043598825066651,0.0023011160783207676,0.0021336612641460148,0.0007991356373962497,9.290853309675113e-13,0.0016352405472895262,0.11716451080481129,0.0016692483779467153,0.0010651330435905912,0.0013568944301154502,0.044249502179451825,1.815098265991369e-05,1.2718249095614258e-06,0.0003737554655398507,0.00020103929316460704,0.0015659091404147357,3.716341323870045e-12,103746200,13.0,0.17929122669097106
COLLIPULLI,1.067649655975522e-08,0.0003224989527424524,0.00025518065251415906,0.0,0.0,0.00017492371963502952,1.1547698679031245e-06,1.7082394495608352e-07,2.3385798064487836e-06,0.0,0.031968464533169545,0.06957646295441465,0.003003556426416027,0.0,0.0,0.04297974186024971,7.896336855594961e-07,1.067649655975522e-08,9.608846903779697e-08,0.04270598623902088,0.001382136965699534,0.0,4839000,9.0,0.19237352355262902
COLTAUCO,4.5910402952067396e-08,1.5750079053556182e-06,4.956449624825234e-07,0.0,0.0,2.150504175829773e-05,0.0010857831379471414,2.3389944883579805e-05,4.722236298744764e-05,0.0,0.5324203608091962,0.0077849110813909385,0.00019354537582467955,2.707776827172954e-07,0.0,0.0017291565337654296,8.455946666171597e-08,7.189100628794244e-05,7.345664472330783e-07,2.3423674975544587e-10,0.004220952086511879,0.0,6533900,6.0,0.5476019240816575
COMBARBALA,1.2404156528106356e-07,0.0001919060838859477,3.1010391320265893e-06,0.0,0.0,0.004556804724561295,0.0,3.1010391320265893e-06,0.0,0.0,0.0020748570448524926,0.23771062326696707,0.005876937756659227,0.0,0.06388704311976996,1.080539857559487e-05,1.5009029399008692e-05,5.5129584569361595e-08,0.00044160175479672866,0.0,0.000654994594268585,0.0,851800,4.0,0.31542696402314985
CON CON,7.539687585458261e-07,0.0018090545178604995,0.000313024280401536,0.0,0.0,0.0022492483643076887,0.0005876176033673482,0.009523213065447081,0.0024439493063543806,0.0,8.0929263445524e-06,0.034212132416209115,0.032727231301682376,0.0005981303825578473,0.00011963710492428869,0.023331481647801813,5.906377820600843e-05,0.0004722724427594714,7.503578279205142e-06,3.906525226659831e-06,0.016697921223601468,2.301421685985855e-11,20845000,5.0,0.12516423445710412
CONCEPCION,4.5089358108837826e-06,0.0003329556923161635,0.0034095237247248143,0.0,1.1574586467417068e-08,0.007017340173591696,0.0014757834506248897,0.006449240769018593,0.0017926254269602772,6.047130889099528e-12,0.005467481712460611,0.0899354235501918,0.013315797639492713,6.217443644064577e-05,9.907619248700668e-06,0.003839865230464085,0.0005256910816282451,2.3809054376791026e-05,6.525595002872307e-05,3.92521083930174e-05,0.005164946635914775,2.4797016102113752e-09,162661700,8.0,0.13893159725202267
CONCHALI,4.973511137975919e-08,6.71972579538978e-05,1.512543260765276e-06,0.0,0.0,0.006752295143383468,0.0046422372742103545,0.004232929558483107,0.0006544706147593186,0.0,6.966599476308062e-07,0.1851665737728368,0.00394482899815413,6.883752440105077e-08,5.517999822193449e-07,0.04014863871698749,0.00020063730125138585,9.360289939064758e-07,8.921343162376181e-07,1.970302042169076e-06,0.0013297706093112717,1.5531466442987083e-08,60982800,13.0,0.24714627281997634
CONSTITUCION,1.6749327237016633e-06,5.533832024651679e-05,1.2276529499540863e-05,0.0,0.0,0.0015440169806670095,5.502567499489848e-07,2.212086936282012e-05,6.781684027777777e-06,0.0,0.01493312801485676,0.041189266251929015,0.00024463408748150693,2.1433470507544584e-07,0.004298358625714213,0.14921995109360295,2.7115388328430206e-06,8.372449417009602e-08,2.6598095503293317e-08,1.029880472089016e-07,0.020992058367768598,2.7677518733916044e-11,19008000,7.0,0.23252329522648268
CONTULMO,0.0,0.0001975164353542732,2.921840759678598e-07,0.0,0.0,2.1110299488677865e-05,0.0,7.304601899196494e-06,6.592403214024835e-06,0.0,0.0018699780861943026,0.5054441380569759,0.003282980277574872,0.0,0.0,0.0013116143170197223,4.565376186997809e-07,0.0,0.0,0.0,0.016170215485756027,0.0,740000,8.0,0.5283121986851717
COPIAPO,0.00010056218173134098,0.001117258366555414,0.0019060450143190738,0.0,0.0,0.015190723408372658,1.773729382965229e-05,0.0005067632477587712,0.00400383894610852,0.0,0.0003507089702260656,0.03289792127607366,0.020833934545190093,7.896345848552938e-05,0.028642774065805978,0.0027553040646886916,5.860159652367349e-05,1.5435990967442352e-05,0.0014972508098284704,7.809551799268502e-07,0.005389474220919542,0.0,44923900,3.0,0.1153640784125645
COQUIMBO,0.00013922766638424644,0.0007900057000071056,0.00015220264768058144,0.0,0.0,0.006155285556397677,0.0003094168921234959,0.0035587589795164523,0.000602476837898753,5.403817223723612e-08,0.002344133733100253,0.10985367960764124,0.012468002108723926,2.8166057524867415e-05,0.0014300833527200012,0.007704784830605448,2.0869146653718025e-05,1.3480942977558153e-05,0.0013180853808888837,2.125013644586257e-05,0.00915834869535888,1.7231560024628864e-11,48180100,4.0,0.15606831232805274
CORONEL,1.0410428736324943e-07,4.837122171855871e-05,2.1387647481627576e-05,1.4280423506618575e-10,0.0,0.0035277480073957522,2.0052927698581473e-06,0.0001593215530361458,2.3020364002198046e-05,0.0,0.00516067833268191,0.10074649154175662,0.0016088456859463336,1.9715909703825272e-08,3.359112619344355e-07,0.15094605973910025,2.108111819105801e-06,3.824386667719372e-07,4.461284630849869e-06,0.0012998454179963571,0.0026037353375382584,0.0,33472600,8.0,0.26615492185080386
CORRAL,0.0,1.670352485494086e-05,0.0,0.0,0.0,0.00017643098128031283,0.0,8.522206558643294e-08,8.522206558643294e-08,0.0,3.240569043924113e-05,0.10368193199104463,0.002168070654035251,0.0,2.9167251946956676e-05,0.3539650769775764,0.0,0.0,0.0,0.0,5.984719555807255e-05,0.0,685100,14.0,0.46012980471086695
COYHAIQUE,0.00018097086936680394,0.002382779607840405,0.0004720604440366565,0.0,0.0,0.0021753855263470876,1.3204327636130785e-05,0.0013061668172046747,0.00019508620391310802,0.0,0.003102797151605265,0.2196764412518858,0.014310602940137165,3.964106502879905e-06,2.3617063262036175e-06,0.0008323609834190671,0.0014638760054087117,1.7022636354695078e-05,0.000957289052815614,1.2126891179710392e-07,0.004295054234562436,5.731044980959541e-11,13209400,11.0,0.2513875451915849
CUNCO,8.366638242853896e-10,3.867478527759214e-05,7.392761551385702e-06,0.0,0.0,3.011989767427403e-06,0.11198055960735112,0.0009084194605114017,6.479124655266059e-06,0.0,0.06348732355245211,0.04774247752543596,0.0002795159970725601,0.0,2.2623389808676936e-06,5.271065759380384e-05,5.903499944157711e-06,1.2081425622681026e-06,3.0203564056702566e-05,0.0,0.013689514409553155,0.0,3457200,9.0,0.23823565825342963
CURACAUTIN,2.5891923841748378e-08,0.023795759717607255,7.364813892763982e-07,0.0,0.0,0.00013546942242045437,4.6030086829774886e-08,0.002456211463323618,0.0001602307322544464,0.0,0.02291056662530556,0.16880268517432123,0.0032202763821327592,0.0,1.0385538340967963e-06,0.00545493640690339,1.0356769536699351e-05,2.1775107950910388e-05,1.5218697458094326e-06,0.0,0.004581846350557499,0.0,1864400,9.0,0.23155348297929368
CURACAVI,4.6248912404474905e-05,0.0003770986271175873,2.0027118065348337e-05,0.0,0.0,0.00010859193875066122,0.10193409092368118,0.01315978511457915,0.012651418180116784,0.0,0.024666078675546654,0.010362031142459163,0.0009153846454611534,3.4077393083069273e-06,5.006779516337084e-06,0.0025637326910495223,1.2363680030138515e-05,0.0010656792897258687,6.657235007385136e-05,3.6886681742809944e-07,0.0005599112825491738,6.386198362674853e-11,12513500,13.0,0.16851779802111477
CURACO DE VELEZ,0.0,2.385738753547991e-07,0.0,0.0,0.0,0.000239236580564118,0.0,2.650820837275546e-08,2.650820837275546e-08,0.0,0.00989607085792544,0.011512011240328612,0.0016833772645034628,0.0,5.964346883869977e-06,0.4318000526134919,7.660872219726326e-06,0.0,0.00014910867209674947,0.0,0.0037875988451327907,0.0,614200,10.0,0.4590813728834388
CURANILAHUE,3.6052617609269613e-09,0.00011231201569183693,1.6670730382526267e-05,0.0,0.0,0.0008220222143773528,0.0,1.3709007845924768e-06,4.977514518679786e-05,0.0,0.008357019294714703,0.25481142529191764,0.02439032047028484,3.288088857509411e-05,0.00021026697773622244,0.003828536523096608,6.865860497509304e-05,2.2532886005793505e-06,9.013154402317403e-10,0.0,0.01082764298871257,9.013154402317403e-10,3330900,8.0,0.3035311607429292
CURARREHUE,1.0303906043208807e-05,8.214601911264046e-05,8.022072178968793e-06,0.0,0.0,5.704584660600031e-07,3.565365412875019e-08,0.0004552615095700112,0.0004472394373910425,0.0,0.0893440996910397,0.28655644030494426,0.0013696707770100673,0.0,0.0010918931576929748,0.000947281936546764,3.565365412875019e-08,0.0,0.0,0.0,4.121562417283523e-05,0.0,529600,9.0,0.38035421620147675
CUREPTO,1.2714202122947545e-07,1.2714202122947542e-05,1.2714202122947545e-07,0.0,0.0,3.783269769209578e-05,0.4571727107705598,0.004481764194715336,6.72581292303925e-05,0.0,0.01405634508455119,0.009131848532785843,2.5746259298968773e-06,0.0,0.0,4.589826966384063e-05,2.2321371102099776e-05,7.946376326842216e-09,0.0,0.0,0.0001281671037756381,0.0,1121800,7.0,0.4851596972125479
CURICO,2.0314795741818434e-07,0.0003394738834094615,0.00031106964100796847,0.0,0.0,0.0020081019470954407,0.00019996127187951244,0.000508802803997675,0.0003736755415828484,4.913549091006877e-10,0.032262210718900196,0.14477482057001398,0.005620744831895802,1.3802159396638318e-06,2.4122272175445726e-06,0.008909378521499579,0.0001197465216422215,9.529928916789253e-06,2.965430606903461e-05,5.955065138249262e-05,0.010657248118581491,0.0,67669600,7.0,0.20618796534034403
DALCAHUE,1.4332510140250925e-07,0.0002856447333436488,1.1980808476421996e-05,0.0,0.0,0.00020386094423161804,5.923129190613903e-06,5.85651226848243e-05,5.9231291906139025e-08,0.0,0.04526837332737412,0.28702704837163673,0.0011261850280259074,2.925002069438964e-09,1.1700008277755856e-08,0.001168316026583589,5.159703650490332e-06,3.2825835724278777e-06,1.1700008277755856e-08,0.0,0.017997187464260128,0.0,3698000,10.0,0.35316175612444245
DIEGO DE ALMAGRO,4.6720915879458164e-05,0.0011338506237764485,0.006551928992791053,0.0,0.0,0.047465261604534285,0.0,0.00012437340764587061,0.0032186038949358732,0.0,1.7717710204703113e-06,0.002471839294741226,0.18521849513226746,1.2942081961068745e-09,0.0039952841175835314,2.683670115447215e-05,6.341620160923685e-06,3.235520490267186e-08,5.176832784427498e-09,0.0,0.0016147693299923898,0.0,2779700,3.0,0.2518761162327294
DONIHUE,9.143637723983188e-06,1.4223740800625472e-05,1.2908987265607397e-05,0.0,0.0,0.0021494259372528816,3.7799288634945326e-05,2.5662096555282727e-05,2.012021120010048e-05,0.0,0.01719214563932381,0.0342709036220032,0.0013102136512206414,2.801321452453285e-08,6.415524138820682e-06,0.11051186349295125,1.7630894705862654e-06,4.4945646414917154e-08,0.012695539519260725,1.7508259077833032e-05,0.014781367615842849,0.0,8962100,6.0,0.1930570772715841
EL BOSQUE,3.0143797641516106e-06,0.00014220011377120772,2.2399734209224078e-05,0.0,0.0,0.07311716509860515,1.642831436007583e-05,9.421882761738712e-05,0.00030380260828369505,0.0,4.570224387294666e-06,0.06644040718388294,0.007712904394019723,8.325667967529043e-06,0.0006401667864458715,0.028558260112176607,7.312359019671466e-05,4.413093815122988e-06,0.0002499918771587404,1.378137428425085e-06,0.011548732439921008,1.527022081357435e-10,16184800,13.0,0.1889415027367131
EL CARMEN,5.11738144655795e-09,2.1620936611707337e-05,1.1514108254755388e-06,0.0,0.0,6.41924328656229e-05,0.0,0.0003198363404098719,2.04695257862318e-06,0.0,0.06383945636296513,0.38033218673114066,0.0008813410196334429,8.18781031449272e-08,0.0,0.0001567198068008372,8.91652543248257e-05,0.0,0.0,5.11738144655795e-09,0.002076474752188373,0.0,1397900,16.0,0.4477842841132106
EL MONTE,2.934435324088052e-07,8.918098149636435e-06,2.012798835810535e-05,0.0,0.0,0.00024985028664354286,0.09055505832911276,0.03215992965766885,7.633023839957402e-05,0.0,0.018475906286772533,0.02338250690980177,0.0026098694137212854,6.945409051095981e-09,1.736352262773995e-07,0.0071459376729313415,8.187093847008582e-06,5.575620043796496e-08,2.5960395608763197e-06,4.340880656934988e-06,0.003072973276221942,0.0,7199500,13.0,0.17777306195221432
EL QUISCO,2.2766659101144958e-05,0.0053526945175580804,0.00025861550619558487,0.0,0.0,0.00015157299743897464,1.2526694003221049e-06,0.0003575520988326593,0.00013330345618496945,0.0,1.387999335536958e-08,0.4823439960922822,0.004709568495435369,2.168748961776497e-06,1.9518740655988477e-05,0.0015115312763997473,0.00010265643085631341,1.124279461784936e-06,1.387999335536958e-08,3.469998338842395e-09,0.001833994752030032,0.0,1697600,5.0,0.49680234795078
EL TABO,5.289090237361063e-10,0.0014874661858147401,1.1900453034062391e-07,0.0,0.0,0.00048744255627519554,0.09154375154167725,0.0005976508006420643,0.002192484460457186,0.0,0.0020463960857381074,0.04591273535094905,0.043827839448464155,1.5285470785973468e-07,8.890960689003946e-07,1.4225537102406313e-05,2.896305813978918e-06,2.115636094944425e-09,1.9093615756873437e-07,2.115636094944425e-09,0.007921417557593291,0.0,4348200,5.0,0.1960356624821733
EMPEDRADO,0.0,7.037728435208059e-06,0.0,0.0,0.0,3.958722244804534e-06,0.0,0.0,7.037728435208058e-08,0.0,0.0476685756329104,0.0898647543891717,0.00037504054831223756,0.0,0.0,0.07803496628514613,0.0,1.7594321088020145e-08,0.0,0.0,0.03173397963608646,0.0,753900,7.0,0.24768840091391237
ERCILLA,0.0,0.0004099375095259869,0.0,0.0,0.0,0.0,2.438652644413961e-07,0.0,0.0012293247980490777,0.0,0.34071001371742116,0.028690504496265812,0.012018655692729767,2.438652644413961e-07,0.0,0.002064075598231977,0.0,0.0,0.0,0.0,0.0012995579942082002,0.0,202500,9.0,0.38642255753696086
EST CENTRAL,1.1622859519202563e-07,0.00022751335742084687,0.0019485433936584906,0.0,0.0,0.0035950860663549046,0.0018614520897406123,0.0008173218534024711,0.0001871163497318113,2.7722567091611792e-11,0.000622859548387497,0.11192871916363295,0.0015691819135906328,1.316048477229704e-05,6.776870930823374e-05,0.029180688570521182,0.000547311964723077,5.531085299887359e-07,1.0193050794848254e-06,6.258386847535793e-07,0.0350807058902927,6.237577595612651e-11,75970200,13.0,0.18764974392652545
FLORIDA,4.11982671524756e-08,8.074860361885218e-06,3.525026733233694e-06,0.0,0.0,0.0001975688650213938,1.1558688827966436e-05,0.0622275518360524,3.337059639350524e-06,0.0,0.16175849694755215,0.035021987734045065,0.0039463923101024255,0.0,0.0,0.0015266532871689243,8.365823123649577e-06,6.437229242574314e-08,0.0,2.574891697029725e-09,0.0010187327259045375,0.0,1970700,8.0,0.26573235330998424
FREIRE,5.347432730967317e-09,3.028017205364812e-05,7.071979786704277e-07,0.0,0.0,0.00012971835740235087,9.037161315334767e-07,5.241018819621067e-05,2.767630652821272e-06,0.0,0.08711670604828065,0.0783897626742511,0.0010130313593508216,0.0,3.7552346353217984e-06,0.10129149891881593,1.2031723644676464e-08,3.3421454568545734e-10,5.083403239875806e-07,5.347432730967317e-09,0.0019653904127215423,0.0,5470000,9.0,0.26999746331159824
FREIRINA,0.0,0.0002003166854629165,0.0,0.0,0.0,2.225740949587961e-05,6.387649408894021e-06,0.4544599916676662,0.0,0.0,0.000525093170964017,0.006351566287122002,0.007647038366351566,2.8389552928417872e-08,3.886529795900407e-05,0.00039529613497529044,0.0,0.0,0.0,2.8389552928417872e-08,0.007765366022957213,0.0,593500,3.0,0.4774122354714688
FRESIA,1.3371146221720562e-08,4.813612639819401e-05,1.3371146221720562e-08,0.0,0.0,6.182818012923587e-05,0.0,0.0008423955831146169,1.3371146221720562e-08,0.0,0.15804486244192645,0.067270891827641,0.017992214355947184,1.3371146221720562e-08,0.0,0.0006066355329332402,4.8269837860411226e-06,1.830509917753545e-05,0.0,0.0,0.01793022572206329,0.0,864800,10.0,0.2628203753377017
FRUTILLAR,1.6993584200924652e-06,0.0005394580955107362,2.444432566177325e-05,0.0,0.0,0.000888504899708146,0.009821795305859457,0.010612245657800515,7.09919363777474e-05,0.0,0.07352966407501021,0.05212266914590761,0.01358633114271518,4.3107951570010667e-05,0.00014216078395330338,0.003580605813639254,8.501846706114e-07,8.501846706114e-07,8.211206881142802e-07,4.043684521338407e-09,0.0011498441866377258,2.5273028258365043e-10,6290300,10.0,0.16611604846521588
FUTALEUFU,2.3102796876571168e-07,0.0005434355395291453,0.0,0.0,0.0,0.000521256854527637,0.05114271920265779,0.0,0.00032488308107678205,0.0,0.040947628212003505,0.20153863472058117,4.678316367505661e-06,0.0,0.0,2.0792517188914053e-06,5.775699219142792e-06,5.775699219142792e-08,0.0,0.0,0.0026698169640487555,0.0,416100,10.0,0.29770119662669137
FUTRONO,4.934364407875648e-07,0.00042514244703302566,1.5366532758090252e-06,0.0,0.0,7.17531710176381e-05,0.0006755144874381762,0.01582058989759642,0.00010332456626539886,0.0,0.23408467841588687,0.04077726135471138,0.002881055860281583,0.0,7.894983052601037e-06,0.0009887868685997763,9.349681487033581e-06,4.3709248734123387e-07,1.7073925286766948e-09,3.841633189522563e-07,0.0008390143959842564,0.0,2420100,14.0,0.29668721918226953
GALVARINO,4.0812162024283235e-06,0.00012798694010815223,0.0,0.0,0.0,4.5346846693648046e-07,0.0006548084662562777,0.0,2.483193324944167e-05,0.0,0.2504716026709293,0.05896557494133252,9.403122130394858e-05,0.0,0.0,0.002945894409867474,6.548084662562776e-06,0.0,0.0,0.0,0.02119622260767042,0.0,742500,9.0,0.3344920359600495
GENERAL LAGOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100,15.0,1.0
GORBEA,5.055441915738071e-07,1.7079889503601005e-05,4.4432594962541634e-07,0.0,0.0,0.0001837040953951305,3.159651197336294e-08,0.00012441324067711493,6.469583304745897e-05,0.0,0.030298860999654915,0.02661263813202653,0.0008498197860355696,4.7414515780027755e-06,0.0,0.29013228746666947,9.299050951960545e-05,7.899127993340736e-09,0.0,0.0,0.001994579187868494,0.0,2250300,9.0,0.35037679995775706
GRANEROS,2.2462613939886622e-07,0.00011506181630571304,3.6195026786835054e-05,0.0,0.0,0.012721541051167604,7.443853918311516e-05,0.00020188856659863257,0.0005366352150126537,0.0,0.07712497275819831,0.11929534833584175,0.0010355563467514173,3.147198387912478e-07,0.0,0.01629118767286804,5.388782019731235e-08,4.454165138184099e-07,2.0666353266642877e-07,9.355524339811171e-11,0.0015322673294201439,0.0,10338700,6.0,0.22896633806553435
GUAITECAS,0.0,0.004985426592357117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007862360164041836,0.03086973988961419,2.6962826351309447e-06,0.0,0.0,0.0,0.0006902483545935218,0.0,0.0,0.0,0.405909173023153,0.0,60900,11.0,0.4503196443063948
HIJUELAS,3.777918285089489e-06,1.5701753048321784e-05,0.0,0.0,0.0,6.011319420422421e-05,0.0030858894745824763,5.2697353140839854e-05,0.0006664450352517243,0.0,0.08122028689640381,0.19839513800614295,0.0011175157474337897,4.162963587550153e-08,4.206899574443688e-06,0.0008892977014973561,7.035408462959759e-06,1.8450808144266605e-09,6.837177592959795e-07,0.0,0.009658894738997961,0.0,9312200,5.0,0.2951777273195019
HUALAIHUE,1.7813386737866776e-06,0.00016076581530924766,2.7833416777916838e-08,0.0,0.0,0.0026062098134170208,0.0,1.6032048064080095e-05,8.116224332440549e-05,0.0,0.008948137326515705,0.2094199916744684,0.008297586876165455,0.0,6.2625187750312875e-06,0.009427846264683102,2.505007510012515e-05,0.0,6.958354194479208e-07,0.0,0.029931193567051644,0.0,599400,10.0,0.26892274323038423
HUALANE,1.6364512311349903e-07,0.00010850694444444444,1.252907973837727e-05,0.0,0.0,0.000425640965218211,0.006222605806390801,0.012852698197154407,2.8729946926613668e-05,0.0,0.08583809581552874,0.07106796771085347,0.00390625,0.0,8.284534357620886e-05,0.0013626013454247443,0.0001215167317319676,1.022782019459369e-08,1.022782019459369e-08,0.0,0.007777070830845926,0.0,988800,7.0,0.18980724281859743
HUALPEN,4.373804026236502e-05,0.0002420061792166315,0.00952396538592438,0.0,0.0,0.0016588648526342986,0.0015211075129169032,0.0005539162812482182,0.0006401931799195227,0.0,1.472539370657703e-05,0.07967989687247445,0.03513456501624357,9.487929169317689e-06,7.871045773491221e-05,0.027201632338683713,1.4330761245541218e-05,1.1125838133765345e-06,0.0007429066629688568,0.0007299119738054258,0.001774132580850334,0.0,15453300,8.0,0.15956520400281843
HUALQUI,3.397946415948755e-10,2.3975909910934423e-06,0.0001722568547886726,0.0,0.0,6.341383519300204e-05,0.27306206747605904,0.009308591296599068,0.0016475976173437987,0.0,0.0023790096609124676,0.007003711234696936,0.011704281136672785,5.168276498658057e-07,1.911344858971175e-06,0.0013280972107181776,3.328934124240837e-05,2.3975909910934423e-06,0.0,7.645379435884699e-08,0.0010549413952596809,0.0,5424900,8.0,0.30776455720756607
HUARA,0.0,5.606296771049914e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.921354038333228e-09,0.0,2.768541615333291e-08,0.0010099916666897377,0.01565621357637437,0.0,0.6921354038333228,6.229218634499905e-08,0.0,0.0,0.0,0.0,9.99443523135318e-06,0.0,1202000,1.0,0.7088677633782853
HUASCO,9.413769038824894e-07,0.0017731398810769015,5.727755472956125e-06,0.0,0.0,0.001075466630071511,0.0,4.183897350588842e-09,0.0006396384108553726,4.183897350588842e-09,0.0001510386943562572,0.06554394849455006,0.11761439193746243,0.0,9.413769038824894e-07,0.0008585733914169857,3.7655076155299576e-06,0.0,1.1313258435992228e-05,0.0,0.06275899998159085,0.0,1546000,3.0,0.25043789506450725
HUECHURABA,9.991799918343938e-07,0.0008029060778481267,7.884637253702968e-05,0.0,0.0,0.008120345443843106,0.004032921296704594,0.004208362133543334,0.004291394643808794,0.0,0.0010139352266081588,0.13441640897542603,0.00874932682515854,2.2341629763998527e-05,0.000141297469918398,0.0035099611570847482,0.002105271862757974,1.7237333062775562e-05,1.075835665828073e-05,1.7465688722412214e-05,0.0027481270635941074,6.209342304431032e-12,280915200,13.0,0.1742879067432416
ILLAPEL,1.1652065230684791e-06,0.0015206127189562883,0.00034571750364849465,0.0,0.0,0.005218908310784256,6.8521426097195755e-06,0.01959365336359701,0.0003327946350535883,0.0,0.0007532251809612339,0.12366261163727177,0.00156513161893235,8.029001198018739e-06,0.0055154351645532625,0.0012307493899910808,1.2307493899910811e-05,1.6087132559114192e-06,6.554286692260194e-07,2.1046542822924403e-07,0.02936502501651797,0.0,3705600,4.0,0.18913469299185137
INDEPENDENCIA,0.00019157024368422556,0.0001748985913227739,0.0005057193537369165,7.473867390197865e-11,0.0,0.002316262790107758,0.0018320243448935348,0.0009617643532111177,0.0010389955385318918,4.6711671188736655e-12,6.548303652595761e-06,0.20182335891508837,0.018344387445886515,1.9614417578835275e-06,0.0,0.021965665785097236,4.106528115462013e-05,0.00021931084779907518,3.535606392275477e-06,2.9895469560791455e-08,0.0013055516169126894,0.0,46268700,13.0,0.25073265043410886
