Comuna,"ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES,ACTIVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,ACTIVIDADES FINANCIERAS Y DE SEGUROS,ACTIVIDADES INMOBILIARIAS,"ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",ADMINISTRACION PUBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA,"AGRICULTURA, GANADERIA, SILVICULTURA Y PESCA",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,CONSTRUCCION,ENSEÑANZA,EXPLOTACION DE MINAS Y CANTERAS,INDUSTRIA MANUFACTURERA,INFORMACION Y COMUNICACIONES,OTRAS ACTIVIDADES DE SERVICIOS,"SUMINISTRO DE AGUA; EVACUACION DE AGUAS RESIDUALES, GESTION DE DESECHOS Y DESCONTAMINACION","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",TRANSPORTE Y ALMACENAMIENTO,Valor por Defecto,aporte,region_id,HHI_2021
IQUIQUE,8.689408970092297e-07,0.0003814287547893623,0.0004196374977677026,0.0,0.0,0.00041842801282694766,7.080973498447647e-05,0.0004925400117641119,0.00010463398289666454,4.909256453596324e-10,1.821887437524338e-05,0.5140264327198583,0.0011722129974553433,3.002021342153946e-05,0.0008340158924980281,0.0005910151676846481,5.733733513582982e-06,8.601117495607977e-07,2.7649644801105815e-06,2.640189215063462e-07,0.006039066406340886,1.5696289960798077e-07,189557700,1.0,0.5246091094900502
ISLA DE MAIPO,8.187117054717886e-06,4.561999988160146e-05,4.58439152029647e-06,0.0,0.0,0.0002052352519816956,0.00048207491075709954,5.733179415229604e-05,0.0004451997324192965,0.0,0.04348696292349678,0.027444638286536312,0.0009149521018701049,8.696041344770633e-06,3.879683402300483e-05,0.18894357187087454,9.578347274761574e-06,6.0620053160945045e-09,7.169268474612392e-07,1.5155013290236261e-09,0.005030985513938467,0.0,10275000,13.0,0.26712713962147994
ISLA DE PASCUA,1.3349475515762288e-07,8.730405575487939e-06,5.110148945069684e-07,0.0,0.0,2.677213341147866e-06,0.3599809375041401,0.09401846441916849,0.00041151941131084156,0.0,1.2365298681897013e-08,9.328583208050565e-05,7.913791156414088e-07,4.451507525482925e-07,0.0,1.3465810264585848e-05,1.6556882582025777e-06,0.0005969269709245143,1.0094121372977155e-09,0.00014194858180749124,0.0002182601393871985,0.0,6295000,5.0,0.45548976639048727
JUAN FERNANDEZ,7.265277061340735e-06,0.0038433315654492484,0.0,0.0,0.0,0.02278390886436454,0.0,0.0,0.001634687338801665,0.0,0.04086718347004163,0.16785696122521632,0.02278390886436454,0.0,0.0,0.00011624443298145177,0.0,0.0,0.0,0.0,0.014712186049214988,0.0,37100,5.0,0.2746056770874957
LA CALERA,5.673868764477953e-07,0.0006583382697563293,0.000373373193377317,0.0,0.0,0.005878750436683574,6.037876522331996e-05,0.00031544824279938587,0.018611951535240125,0.0,2.847489978533224e-05,0.17720414939421567,0.0011798015754104873,2.2457204003979715e-06,5.65815167648771e-08,0.0232458523359214,1.0788837880022842e-06,2.0425927552120629e-07,5.1718586872343754e-05,1.8168953716721644e-08,0.008459565439868736,0.0,12612000,5.0,0.23607197367596489
LA CISTERNA,6.149681828251494e-05,0.0003647413789865662,0.00034022709087106905,0.0,0.0,0.0013537274331049916,0.0001499894856240346,0.0007817748974739514,0.0016943373992884829,0.0,7.630618124949199e-05,0.1978274353581741,0.006038607157887366,5.230261868235301e-06,6.7877658402804156e-06,0.032893748763927505,0.0013353833250677074,1.456980866604864e-05,1.769773354689378e-05,2.0523682818881344e-06,0.005324926646863716,0.0,30783000,13.0,0.24828903987500486
LA CRUZ,1.9195865602190382e-07,2.6589113484122757e-05,3.205823140569356e-05,0.0,0.0,0.0002850994947938099,0.00010531629926636052,0.0078685147972419,0.0002450712876505915,4.543400142530267e-09,0.09925637349215555,0.11521507586355592,0.0035364239359030806,2.728879710607242e-07,7.678346240876153e-07,0.0016506516312448241,2.1001867158846162e-06,1.1631104364877483e-06,8.77830341538273e-05,0.00024296542168452876,0.005432735509079464,0.0,5934300,5.0,0.23398915863342337
LA ESTRELLA,0.0,5.500896979317501e-06,0.0,0.0,0.0,0.00042169740418831195,0.32422864050718636,0.06379333452224695,0.0003698803128893088,0.0,7.26179522347458e-05,0.013776701745282284,2.4002926276172566e-05,0.0,0.0,6.129085831893883e-06,4.3463877367446924e-08,1.738555094697877e-07,1.528026938699306e-07,0.0,2.6105491343822808e-06,0.0,3837300,6.0,0.4027014860243305
LA FLORIDA,7.721507443360532e-06,0.0007768695703255832,0.0033083705667437515,0.0,0.0,0.005572710778650631,0.039687108575538206,0.010409419963811072,0.0063014243124860075,2.0918105681922695e-09,4.460393308879817e-05,0.05391162618580088,0.010161437381410208,0.00012578602733640182,4.3463990902365495e-07,0.0012609845859494237,0.0004470031304296032,1.6315924574743046e-05,1.6947137435483647e-06,1.7740395307527388e-06,0.0017331570157716792,4.479784679055425e-11,89644300,13.0,0.13376844498915214
LA GRANJA,1.8454591999679485e-07,3.2008369671099486e-05,1.873420304827555e-05,0.0,0.0,0.0004961193496046552,5.203945291187654e-05,0.00022146141101228757,0.00891670830429512,0.0,1.3813022313750844e-06,0.14337235379799126,0.009455794529801343,2.5238576228539946e-06,4.139045035855491e-06,0.0942947019417557,9.523699478891911e-05,8.388988438729346e-07,1.6424521181630015e-07,3.445273261143439e-06,0.0025091675311091446,0.0,12337400,13.0,0.2594770030541166
LA HIGUERA,0.0,0.0013618557150555047,2.5743964367778914e-06,0.0,0.0,0.0007440005702288108,0.0,0.0009050612473047276,0.0072314795909090976,0.0,0.10951241092387205,0.02286852444767531,0.01079331796096861,0.0,0.030446260359331036,0.0014217104322105907,0.0,0.0,0.0,0.0,0.00043507299781546366,0.0,249300,4.0,0.18572226864180796
LA LIGUA,1.2050251860007242e-06,0.0008429287296637098,0.0005606021465863017,0.0,0.0,0.0002843777050200478,7.222986875897325e-06,0.003115226883947409,0.0004836736109531397,0.0,0.006288805787142484,0.443965102691272,0.0014242638289077214,7.912903198203328e-07,1.7813524814099287e-05,0.0005606021465863017,1.7552388262198419e-06,1.4328480214039526e-05,4.092357233931829e-05,8.60604342855749e-06,0.0021099865632670804,0.0,5283600,5.0,0.4597282162553502
LA PINTANA,1.0543281140412549e-07,9.564411600292896e-07,2.4751757052553824e-06,0.0,0.0,0.0003154919240089272,6.402622641518386e-05,0.00014939667999212429,1.5363604727108302e-05,1.4942291865664043e-11,0.0016354853059501143,0.1149648165353774,0.006441654433118825,6.313118313243057e-08,1.0999977348994703e-05,0.12977283732495162,3.0683831980930585e-05,2.1804389982051596e-06,0.001320581839279441,4.19728978506503e-08,0.007758064773008961,0.0,25869700,13.0,0.26248522506385774
LA REINA,0.000265354383623958,0.0004772759243498611,0.0012631165005683915,0.0,0.0,0.0030150699344620065,0.030187267211126783,0.0036590361655046795,0.008688699453986511,9.898060478517515e-08,0.0005090511903731281,0.06635805490789469,0.00519012381570183,0.002152529189018842,1.1729080466302703e-05,0.004248481995164166,0.0012436406566082932,1.2645225552075794e-05,1.0930435458471323e-05,6.517044620043336e-08,0.0011602589200303587,0.0,55624100,13.0,0.12845342914094132
LA SERENA,1.822336870631436e-05,0.0016646803192310606,0.003407804801118482,0.0,0.0,0.0021261017765845393,0.001337349264804706,0.01454511368679834,0.0020535541589980387,0.0,0.0038516600765178322,0.06306521882260162,0.01714651539328305,0.00013941140721357827,0.004396497066234039,0.0034658334358475783,5.372557188113353e-05,1.4636521004532126e-05,5.666971201951966e-06,4.818526802083272e-08,0.0028113575209231696,3.4371575390810432e-09,73344700,4.0,0.12010340178537553
LA UNION,5.236126159001868e-07,4.460002268133496e-05,0.00017599201812200718,0.0,2.2726242009556717e-10,0.0021938661820091326,0.00037877395758729993,0.0005573283594958847,2.7839646461706973e-05,2.2726242009556717e-10,0.12918526916009715,0.03484812155642152,0.009797818360581644,4.124267494926314e-05,5.681560502389178e-09,0.003527930904595546,1.5959503451211202e-05,3.3861191544559124e-05,5.389755554986471e-06,9.090496803822687e-10,0.025917242967877795,0.0,6633400,14.0,0.20675176691918193
LAGO RANCO,0.0,0.0004236386602007969,3.823338908312192e-06,0.0,0.0,0.0001628467009811863,0.11297125551322028,0.0022410485124622153,0.010889589396595463,0.0,0.05486307050610808,0.010633372734906022,0.003624493512180443,0.0,1.6945546408031875e-07,0.00044943825460702543,7.720814582159525e-06,2.3829674636294824e-06,2.3829674636294824e-06,0.0014893546647684263,0.00021961428144809308,0.0,971700,14.0,0.19798420228135988
LAGO VERDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7642605437189916e-07,0.0,0.0,0.6344599906457424,0.03723154883729673,6.219586223367732e-05,0.0,4.4228168699503866e-06,0.0,0.0,0.0,0.0,0.0,2.7642605437189916e-07,0.0,190200,11.0,0.6717587110142516
LAGUNA BLANCA,0.0,0.0,0.0,0.0,0.0,0.42533081285444235,0.0,0.0,3.0245746691871457e-06,0.0,0.00017013232514177692,0.10633270321361059,0.0,0.0,0.0,4.839319470699433e-05,0.0,0.0,0.0,0.0,0.0,0.0,230000,12.0,0.5318850661625708
LAJA,2.0460571311852496e-05,5.0316518603166186e-05,0.00031630394565724867,0.0,0.0,0.003954048854198378,2.642119229319796e-07,0.00016075827666394666,0.035702893734936895,0.0,0.0001341538974375159,0.10149754918664275,0.01348692776400465,2.642119229319796e-07,2.642119229319796e-07,0.042034694891194976,1.4208730077675346e-07,4.1063229924481746e-05,0.0002377907306387816,2.9356880325775513e-08,0.0010156306317505295,0.0,2918200,8.0,0.19865355631291506
LAMPA,3.5422864983674254e-07,0.00018236562972838045,4.209862492783432e-06,0.0,0.0,0.004056068520965185,0.00038700122912243,0.0007787269342891682,4.265438043112187e-05,0.0,0.0001396986107680349,0.13712931718751092,0.005930550814571236,1.9717191511314e-05,3.1964654883112936e-05,0.09635182592828477,2.479702295203877e-06,1.0516527515341918e-06,0.0002899445518157731,1.0089258177930572e-05,0.0040459803078855315,6.280638683916206e-13,126182200,13.0,0.2494040006467623
LANCO,3.889388231886428e-08,6.795694694281241e-05,1.0460898588481737e-05,0.0,0.0,5.616276606844002e-07,6.223021171018284e-09,1.555755292754571e-09,1.0977409345676252e-05,0.0,0.04523150664776804,0.04208380452688354,0.019794635354054565,6.223021171018284e-09,2.4892084684073135e-08,0.12843599427244956,0.00011937154785776548,1.400179763479114e-08,5.616276606844002e-07,2.4892084684073135e-08,0.003141444873097033,1.555755292754571e-09,2535300,14.0,0.23889739396971107
LAS CABRAS,1.2049743531201122e-09,4.204000210230558e-06,2.276619632927876e-06,0.0,0.0,2.9963909798582894e-06,0.21190822800244624,0.04416827720873479,0.0027300224769354346,1.2049743531201122e-09,0.0362501620784493,0.003112817642279993,0.00010208519155690685,0.0,1.4481114003719036e-08,1.2602189461736493e-05,1.6214134895584228e-07,9.616230882055437e-08,3.817840740425763e-07,2.142176627769088e-11,0.00011302571603024914,0.0,43211800,6.0,0.29840735451693395
LAS CONDES,3.889457325148725e-06,0.00022821727838667427,0.0003875363526143715,0.0,0.0,0.00394627469785622,0.070853040987083,0.007703787708025524,0.008346153893470182,3.871299671976801e-11,0.00023135273807686345,0.0225509287221775,0.008272502682299683,2.2114350342368775e-05,0.00043909892402317613,0.00124772095478165,0.0017108342994469968,6.996681290705229e-06,2.503499493565145e-05,0.0019834404146313227,0.0019324713689719024,7.749109675177033e-08,2041151900,13.0,0.12989147403554868
LAUTARO,4.876342316702354e-07,2.9370744419725825e-05,6.581909872747446e-06,0.0,5.7612740036653537e-11,0.0006897166786228016,3.4336271258004914e-05,9.691666980431891e-05,5.752977769100075e-06,0.0,0.012230314757406994,0.09391686805131291,0.006532126934532734,1.2962866508247046e-08,8.365513885172185e-05,0.1039553037519031,1.587951147260263e-05,1.5307128900338476e-06,4.912292666485227e-06,0.0,0.012089699112348572,0.0,13174700,9.0,0.2296934661698428
LEBU,1.0834888862210984e-07,8.98689021787228e-05,0.0004111363588099132,0.0,0.0,5.616806386170175e-06,0.0,2.70482165556235e-05,7.285379270950666e-06,0.0,0.005215521108313784,0.38376352898397775,0.0038294831194598507,5.6324086261317586e-05,6.93432887181503e-08,0.005017749714934075,0.00029072607190639,6.258231806813066e-06,0.0,0.0033333708942813885,0.0025164852834038544,0.0,1519000,8.0,0.40457058084972397
LICANTEN,5.596744798903083e-08,0.09012779551106367,9.408128006956081e-05,0.0,0.0,0.002909411816261779,7.661943629698321e-05,9.872657825265038e-05,0.00018183823851636118,0.0,0.0033869260825041894,0.16155569133258435,0.0022836957477444138,5.596744798903083e-08,0.0026112172533762227,0.0001236320926077691,2.01482812760511e-06,2.0204248724040125e-05,2.2386979195612331e-07,5.596744798903083e-08,0.0007401694996549327,0.0,422700,7.0,0.2642124157179206
LIMACHE,6.411939968323343e-07,0.0005733914315576139,0.0002849843209929288,0.0,0.0,0.0014815300468587495,0.00555385852249381,0.0036384060633152483,0.00011019644976635328,0.0,0.007013936184274077,0.1337441880025077,0.01945254624329698,1.1488430101622841e-05,5.225340028867387e-05,0.006137385728324113,6.200053567793837e-06,1.1046609055203563e-05,6.500075566499303e-05,3.0080408933774367e-09,0.006840477506157466,1.203216357350975e-10,9116500,5.0,0.1849775340705827
LINARES,4.4548260812576955e-06,0.00029519268339788424,0.0007758742772416435,0.0,0.0,0.00043432574075103674,3.4289870964915766e-05,0.001558350002217372,0.00025139953680691855,0.0,0.02138723052433427,0.17281956986037353,0.004164009548956365,1.6819625922897805e-05,6.870414962494235e-06,0.0019771479142855868,7.632596130099857e-06,1.1398560608444449e-05,2.4250114758958177e-06,0.001203283667881222,0.022730182809973295,0.0,23310400,7.0,0.22768045747236515
LITUECHE,1.4247714600459788e-08,0.017153643741565222,3.248567977121084e-05,0.0,0.0,0.02124977620290981,0.036942971316587345,0.02325235927616662,3.0476752012546013e-05,0.0,0.006001151637428262,0.03132427820603652,0.0036479278554433217,0.0,0.00012522405410560358,0.0003949787060825963,8.01433946275863e-07,2.573493449708049e-07,4.3886522898066256e-05,1.496900515210806e-06,0.00014534093663929028,0.0,3351100,6.0,0.14034707081916747
LLANQUIHUE,3.11352754569561e-07,6.2833194429739e-05,2.0220691524277128e-05,0.0,0.0,0.000736827605813167,0.0005931474670132725,0.0006019733479946653,4.773743388638716e-05,0.0,0.011882084067856834,0.027420616239181076,0.0010762680956857443,2.693362928802431e-10,0.0043742637990387395,0.10198490938970523,4.5275430833168856e-07,2.2796623829383775e-06,0.0,0.0006060066589805469,0.03399098245230985,0.0,6093300,10.0,0.1834009144822017
LLAY-LLAY,3.950229328904593e-10,5.205177684404293e-05,1.6439274375169353e-05,0.0,0.0,0.0006371324884590218,2.3711251546749824e-05,0.0002774024844847278,0.00012699552767202088,0.0,0.18642403228889645,0.05932652905172695,0.024578541776919875,8.888015990035335e-08,0.00011561570702131252,0.0017955467197106833,6.675887565848764e-08,2.2753320934490456e-07,3.793800247479972e-06,0.0,0.001802290551220989,3.950229328904593e-10,5031400,5.0,0.27518046666141616
LO BARNECHEA,1.5628461422401654e-05,0.00022176704677309329,0.0005479385891939275,0.0,0.0,0.0013541253946885252,0.21433900541011253,0.013808869836419548,0.0035637303917197705,8.757206609440274e-13,0.00042566172469068146,0.026978255784464274,0.0006713254062093923,0.0004657975438501096,2.3267022240621863e-06,0.0005147236779900062,1.2383881344777597e-05,3.4401144896822857e-06,3.8619281147631606e-08,1.0328214446347423e-06,0.0003093500968128161,8.757206609440275e-11,213721000,13.0,0.26323540159157915
LO ESPEJO,3.467992312555896e-07,7.883003768599662e-06,5.353255351153777e-07,0.0,0.0,0.0005228468488495354,0.00010762191068627703,0.0019549515674384408,1.7988162268561663e-05,0.0,2.3792246005127896e-07,0.27143584924905434,0.0023410790204230337,4.5857749587515984e-08,3.5384066039749996e-11,0.02670084807925478,3.3018853529388946e-05,0.0006683241902840426,1.3043982104893437e-06,3.184565943577499e-08,0.02183463249440128,0.0,16811100,13.0,0.3256275455641883
LO PRADO,1.279864837413099e-05,0.001096461382939884,0.0013385632355354105,0.0,0.0,0.0035684209867093046,2.1129623622259725e-05,0.0012888097013187077,0.001581550229916141,0.0,2.632063842219204e-06,0.23265302893156786,0.00759150591016611,2.699985279304742e-06,6.9219298940675995e-09,0.017247111414194737,1.9812293839294987e-05,3.613290666765124e-05,1.25027358711596e-07,1.1075087830508159e-07,0.005101616344867964,0.0,4807800,13.0,0.2715625163590078
LOLOL,1.0661802786984822e-08,2.321903718054473e-05,2.6654506967462063e-07,0.0,0.0,5.477797343001981e-06,0.0742897371159091,0.00027636459004143365,0.021832823936878833,0.0,0.1267060063180706,0.019681422584349063,9.287614872217892e-05,0.0,0.0,0.0013436536962297626,3.032690570520128e-07,1.89543160657508e-08,4.321702527466592e-05,0.0,2.9573471641587686e-05,1.184644754109425e-09,2905400,6.0,0.2443249723365311
LONCOCHE,1.9010982610856992e-08,1.5261594373715754e-05,5.280828503015831e-06,0.0,0.0,5.612253299865104e-05,0.0001776470708414525,0.009112447689274631,6.176668250267435e-05,0.0,0.008981303594230735,0.08458531990004346,0.0074499478216121925,5.280828503015831e-08,0.004848275840333804,0.06605358303749218,1.6560678185457646e-06,1.0223683981838649e-06,0.0,0.0,0.004683294308573984,0.0,2175800,9.0,0.18603300115626487
LONGAVI,5.175870850945905e-08,2.7205671160284412e-06,2.0218245511507445e-08,0.0,0.0,0.002247370402049096,5.05456137787686e-07,7.085767194944943e-05,9.608518996888797e-06,0.0,0.03961643979379796,0.24767350751596617,0.0009398119846797846,0.0,1.1071511242101473e-06,0.027601110928215964,2.7083552957394914e-05,2.536176716963494e-06,0.0,0.0,0.0013688569028409202,0.0,3516400,7.0,0.31956158859950273
LONQUIMAY,1.2682526927541173e-07,0.006650843946071866,5.073010771016469e-07,0.0,0.0,0.0005693186337773232,0.0,0.0020455647681431157,2.853568558696764e-05,0.0,0.02730497317391904,0.3134085762290891,0.0030469770943417672,2.853568558696764e-05,0.0,0.001096911753963036,0.0008736992800383114,0.0,0.0,1.2682526927541173e-07,2.853568558696764e-05,0.0,280800,9.0,0.35508323288772015
LOS ALAMOS,5.805425326068648e-08,1.486188883473574e-05,0.0,0.0,0.0,0.00032946433772698024,6.45047258452072e-09,1.7442077868544027e-05,7.385146062017772e-05,0.0,0.005895319112006529,0.5563427396941267,0.002117877213203104,3.924467520422406e-05,0.0,0.0012431415269614176,3.824485195362335e-05,1.6513209816373044e-06,6.45047258452072e-09,0.0,0.0022302121932625315,6.45047258452072e-09,1245100,8.0,0.5683441277584212
LOS ANDES,8.046419899834384e-07,0.0008956994614421264,0.004089178638496326,0.0,0.0,0.006690328253209271,0.0004750905435282529,0.0007937293419600807,0.00037006772318362954,0.0,0.002247740994326779,0.0901955000578477,0.0019633569005734477,4.1725236107770384e-05,0.0016527036795469378,0.008563493737206917,1.786509135186262e-05,1.1446849878534481e-05,1.0700697489725111e-05,5.941649855147083e-10,0.04478025775501467,9.506639768235332e-11,20512400,5.0,0.1627996902923854
LOS ANGELES,6.5912523594589915e-06,0.000295275314850803,0.001157803198694262,0.0,0.0,0.003813598828124288,0.00020862732609417957,0.002721867785263666,0.0007630089310681298,1.7298494711862869e-12,0.020519923143245158,0.08106471022001827,0.006189942437354991,9.749217118271484e-06,0.0005552523696813582,0.021603628191405374,3.7371501909959305e-05,4.38975078070641e-06,1.358140108757566e-05,3.186601378898298e-05,0.008533269987351879,1.5568645240676578e-11,76031900,8.0,0.1475304568874958
LOS LAGOS,1.5859042153164554e-08,6.44521385005953e-05,5.152602795563162e-05,0.0,0.0,0.0006664762464867402,4.3711484934659793e-07,7.550489969121643e-05,0.00026493421987982494,0.0,0.04533522188622276,0.20291531835774754,0.036688958337859144,0.0,0.0001682485782029227,0.0009597257949409059,1.7533162290457982e-05,3.211456036015821e-07,5.725114217292402e-06,0.0,0.0007399194706980452,0.0,3176300,14.0,0.2879543183541882
LOS MUERMOS,4.098546188045816e-06,0.00017063567494119772,6.526539819853003e-06,0.0,0.0,0.00026701191977120933,5.227737484752316e-07,0.0001475476627696494,1.600617045887054e-05,0.0,0.05121562136436996,0.3815649497497326,0.003356913790631149,2.0910949939009264e-06,0.0,7.279101673769126e-05,4.048359908192194e-05,2.3234388821121403e-09,0.0,0.0,0.0009487088877829115,0.0,2074600,10.0,0.4378139111144663
LOS SAUCES,0.0,4.731947069324252e-06,2.6197630833629084e-07,0.0,0.0,0.0012292583327909606,0.0,0.0,5.5080518827705144e-05,0.0,0.12536039548598446,0.08399983790215922,0.0021338134049183597,1.6373519271018178e-08,9.210104589947722e-05,0.0,0.0,2.6197630833629084e-07,0.0,0.0,0.06503642084692847,0.0,781500,9.0,0.2779121798107139
LOS VILOS,4.1718953563384757e-07,0.01955461221161361,0.0014467721056734297,0.0,0.0,0.0018696593687615355,0.00019786115062851717,0.0002239033060550436,0.0004558503868912744,0.0,0.0003231944155358994,0.19023846043958506,0.01125877254309408,2.060195237698013e-06,7.416702855712847e-07,0.0003180542284178428,0.0003415095511990347,1.558022648509122e-07,5.150488094245033e-09,1.615193066355242e-05,0.01550412802349875,0.0,2786800,4.0,0.2417523096694295
LOTA,2.277685494959786e-07,0.00026979342860402477,9.925370432645852e-05,0.0,0.0,0.026362321418701457,0.0,1.2811980909148794e-05,0.0002645927133905333,3.2029952272871986e-06,0.06398018555342039,0.03752904586792927,0.0004715378395940496,3.9543150954162945e-10,0.0,0.06692048811572039,3.7977242176378096e-06,7.311528611424729e-07,2.224302241171665e-06,0.0,0.0033347593331706222,3.9543150954162945e-10,5028800,8.0,0.1992549746897261
LUMACO,7.047072825648582e-06,7.367323135169722e-05,0.0,0.0,0.0,4.287752310361293e-05,0.0,0.0,0.0,0.0,0.2331707972966583,0.04368436596166419,0.00010355282013244724,0.0,0.0,0.0003355111372291291,4.510126608415094e-06,0.000253694621723349,0.0,0.0,0.05943050991499265,0.0,1130100,9.0,0.33710653970628945
MACHALI,7.737179331860728e-06,0.001740114248242966,0.002376088575048124,0.0,0.0,0.059982839034940984,0.0005252698855471113,0.001982320755671234,0.0007807448520803201,0.0,0.005555541264811225,0.04859284618569235,0.008956102039971828,0.0006735269670788341,0.0016358314040914922,0.0008691371484514062,0.0007498667961449593,2.538704991441907e-06,4.655905055069833e-05,2.9172134345784628e-09,0.002035578376537377,0.0,11108800,6.0,0.13651264538639768
MACUL,4.248702957548567e-05,4.707250757666431e-05,0.00016109768983782753,0.0,0.0,0.006695798682723743,0.004884253974473297,0.00043284943074085495,0.0012552545345860136,0.0,0.0005752221755967064,0.13740765912282749,0.002971300904073833,9.215090283042636e-06,0.0001698499344216736,0.038963983843215574,0.0015635989939359841,1.1962727439426026e-05,7.353506891134886e-08,4.239110111110337e-08,0.0035831046691925513,1.5761117307816542e-12,79653800,13.0,0.19877482723824624
MAFIL,0.0,0.0003181196723791534,1.9355814732758272e-05,0.0,0.0,0.00015886189506009635,0.0,3.1811967237915343e-06,1.4138652105740152e-08,0.0,0.2167063020214031,0.030427637671590214,0.000970533635146427,0.0,0.00022804231981348288,0.0688672394705923,1.4138652105740152e-08,0.0,0.0,0.0,0.00021390366770774276,0.0,841000,14.0,0.31791320564245323
MAIPU,1.8952494450192528e-06,0.0001610945393012544,0.0005427939114621582,0.0,0.0,0.001284972377411691,0.0009214487353031258,0.0005968470103793972,0.0004688458226379516,2.2958749358694124e-08,0.00014050087398151688,0.10887933726433754,0.0020290666241129752,1.585619392308954e-05,4.368644054787159e-06,0.10979721479222908,7.340129575274563e-05,4.350565679577856e-06,4.1720526883601697e-05,2.504539043510194e-07,0.01172545796425376,1.1994775175154482e-11,115495200,13.0,0.23668944581579776
MALLOA,1.8537278050809293e-08,3.837679988468794e-05,4.1824733602138457e-07,0.0,0.0,0.00015689952142204983,0.01857437114418896,4.496332649211611e-05,1.3017803511180825e-05,0.0,0.14603381363339663,0.13411266622306267,1.8102810596493452e-05,1.1585798781755808e-09,0.0,0.0026979571563903984,1.8537278050809293e-08,2.606804725895057e-07,1.1585798781755808e-09,1.5860958532223697e-06,0.0007582685172482323,0.0,2937900,6.0,0.30245074135157113
MARCHIGUE,1.9210718037071565e-06,3.9135698709707006e-05,1.4032664745852127e-09,0.0,0.0,2.2633284968584898e-05,0.004190131240847853,3.820392977058242e-05,6.247482671500826e-05,0.0,0.027315625958058257,0.22066589835488404,0.029000067742689057,0.0,0.0,0.0016065997867526103,2.0263167893010476e-06,8.082814893610826e-07,0.0,0.0,0.0037237654508847787,0.0,2669500,6.0,0.28666929334762925
MARIA ELENA,0.0,0.0025477754725371634,0.0,0.0,0.0,0.0005411494368511829,0.0,4.816210723132634e-06,2.9303966577638116e-05,0.0,0.0,0.005458907287408446,0.03690221326288109,0.0,0.0,2.14053809917006e-06,0.00010790452557916271,2.1405380991700604e-08,0.0,0.3424860958672095,0.003074690331028866,0.0,683500,2.0,0.39115501830427635
MARIA PINTO,0.0,4.0693916572001766e-07,1.222626115674364e-06,0.0,0.0,4.069391657200176e-05,0.14497200363439722,0.006561225059342602,0.001354296758838022,4.5215462857779744e-08,0.1415381685614305,0.0034045145534431537,0.0009462893024488844,0.0,0.0,3.1195855965290206e-05,3.215321803219893e-07,2.9018279274059525e-07,2.9018279274059525e-07,2.841058345325097e-05,0.00024849293024004613,0.0,7054200,13.0,0.299127867834641
MARIQUINA,1.4030837101813755e-08,0.00022988123507611656,6.158222096717943e-05,0.0,0.0,0.00245739237939514,7.892345869770238e-07,6.041152299649684e-06,8.422009970363705e-06,0.0,0.15101839748703988,0.05538217732969758,0.002876076943149857,0.0,0.0021095372351850167,0.026008713688273604,2.2449339362902008e-07,1.4030837101813755e-08,0.0,2.6855899140190392e-05,0.0009357594957585836,8.769273188633597e-10,3376900,14.0,0.24112187974253527
MAULE,2.7544825684010217e-06,0.00017329479923234136,1.3148670508334133e-06,0.0,0.0,0.01691489045913197,7.803841800778481e-05,8.415149125333845e-05,3.133303596671777e-05,0.0,0.016956123526589418,0.08018026865283338,0.004608750208858142,9.470525706768886e-07,7.623542705221637e-06,0.06927025940463483,8.099823473128484e-05,2.4790343115609197e-07,3.5518028325187554e-05,5.69107968677897e-11,0.004450347428574586,0.0,13255700,7.0,0.19287686159337608
MAULLIN,6.078607580655829e-08,3.799129737909893e-07,1.371485835385471e-06,0.0,0.0,0.0005089162231714577,6.078607580655829e-08,1.756717590809534e-05,2.492609021042681e-05,0.0,0.0058698416024279415,0.23131688671833972,0.09058526794137499,6.078607580655829e-08,0.0,0.006740507160113442,2.0097396313543337e-06,9.725772129049327e-07,0.0,0.0,0.000537105765826749,0.0,1622400,10.0,0.3356059347512537
MEJILLONES,4.3102907324955347e-07,0.0003491872239260226,3.1456768698437567e-06,0.0,0.0,0.006562250951324662,0.0,1.9361261378935167e-06,8.304679114580949e-07,0.0,0.00013942191804080706,0.018658748322235897,0.002842591225097798,0.0,0.0,0.10103343023622248,3.5028673693956254e-06,2.1210586384679518e-07,8.641705634319406e-08,0.0,0.13940402097241944,0.0,10205200,2.0,0.2689997955395491
