region_id,Comuna,antagonism_2022
5,SANTO DOMINGO,0.0676435636249743
2,SIERRA GORDA,0.0499515763335248
13,TALAGANTE,0.057161718066383205
7,TALCA,0.06481536188086359
8,TALCAHUANO,0.0867875208798129
2,TALTAL,0.0627671313557414
9,TEMUCO,0.0684704243805323
7,TENO,0.0516387786389402
9,TEODORO SCHMIDT,0.1182006644695161
3,TIERRA AMARILLA,0.08264421176707701
13,TILTIL,0.06359637416813799
12,TIMAUKEL,0.0073256496457355
8,TIRUA,0.0823405090006177
2,TOCOPILLA,0.0569573438114685
9,TOLTEN,0.0662245656758717
8,TOME,0.0863751549008219
12,TORRES DEL PAINE,0.0171920887805209
11,TORTEL,0.0509878735147526
9,TRAIGUEN,0.0495583757926779
16,TREHUACO,0.0342882092164221
8,TUCAPEL,0.0520631777159815
14,VALDIVIA,0.060952927742821406
3,VALLENAR,0.061222036529233304
5,VALPARAISO,0.0772175504700006
7,VICHUQUEN,0.0714687266143626
9,VICTORIA,0.055511995693224805
4,VICUÑA,0.0608485792707049
9,VILCUN,0.0752163432288685
7,VILLA ALEGRE,0.052286477740694295
5,VILLA ALEMANA,0.0549179110682588
9,VILLARRICA,0.0711017584166375
13,VITACURA,0.10220218142992811
5,VIÑA DEL MAR,0.10741278352436259
7,YERBAS BUENAS,0.0437160541825885
8,YUMBEL,0.055040114160195594
16,YUNGAY,0.0518641136883492
5,ZAPALLAR,0.0630391668605159
16,ÑIQUEN,0.0567971811292115
13,ÑUÑOA,0.0622231921785538
