Comuna,Poblacion 2021_hombre,Poblacion 2021_mujer,Poblacion 2022_hombre,Poblacion 2022_mujer
San José de Maipo,0.4944979837331693,0.5055020162668307,0.4949740268501653,0.5050259731498347
San Juan de la Costa,0.519127462152043,0.480872537847957,0.5186152841280209,0.4813847158719791
San Miguel,0.48408454747721236,0.5159154525227876,0.4845534445555497,0.5154465554444503
San Nicolás,0.4815582262743473,0.5184417737256527,0.4808205128205128,0.5191794871794871
San Pablo,0.4973759541984733,0.5026240458015268,0.49732874272824407,0.5026712572717559
San Pedro,0.5134264232008593,0.4865735767991407,0.5132359169843287,0.4867640830156713
San Pedro de Atacama,0.5018067935437244,0.4981932064562756,0.5017776724342261,0.4982223275657739
San Pedro de la Paz,0.4742739870325639,0.5257260129674362,0.47379608459559874,0.5262039154044013
San Rafael,0.49264705882352944,0.5073529411764706,0.49242129809560825,0.5075787019043918
San Ramón,0.4927961619261886,0.5072038380738114,0.49313013739725203,0.5068698626027479
San Rosendo,0.47947629157820243,0.5205237084217976,0.48107534488857445,0.5189246551114255
San Vicente,0.49608296087982723,0.5039170391201727,0.49610421836228286,0.5038957816377171
Santa Bárbara,0.488045132981105,0.5119548670188949,0.48796147672552165,0.5120385232744783
Santa Cruz,0.493953488372093,0.5060465116279069,0.493616239551759,0.5063837604482411
Santa Juana,0.4845244305338202,0.5154755694661798,0.48452360366591735,0.5154763963340827
Santa María,0.48942741743882157,0.5105725825611784,0.4896346710474849,0.5103653289525151
Santiago,0.5044594814390656,0.49554051856093434,0.505314905122987,0.4946850948770129
Santo Domingo,0.49441340782122906,0.505586592178771,0.49451013513513514,0.5054898648648649
Sierra Gorda,0.5412979351032449,0.45870206489675514,0.539810080350621,0.4601899196493791
Talagante,0.4917731041326547,0.5082268958673453,0.49191649414479194,0.508083505855208
Talca,0.47758445209131006,0.5224155479086899,0.4769441062770979,0.5230558937229021
Talcahuano,0.4793949757942147,0.5206050242057852,0.4792772453987239,0.5207227546012761
Taltal,0.5101778656126482,0.4898221343873518,0.5096887844979449,0.4903112155020552
Temuco,0.47489984101748806,0.5251001589825119,0.4745220385732846,0.5254779614267154
Teno,0.49576603742409847,0.5042339625759015,0.4956301560075145,0.5043698439924855
Teodoro Schmidt,0.49865558543143484,0.5013444145685652,0.49853801169590645,0.5014619883040936
Tierra Amarilla,0.5253200840817887,0.47467991591821135,0.5250190258751902,0.4749809741248097
Tiltil,0.500090991810737,0.499909008189263,0.5,0.5
Timaukel,0.6666666666666666,0.3333333333333333,0.6694214876033058,0.3305785123966942
Tirúa,0.4988780852655198,0.5011219147344802,0.4984520123839009,0.5015479876160991
Tocopilla,0.4932504612994076,0.5067495387005924,0.4932523616734143,0.5067476383265856
Toltén,0.49460968957007406,0.505390310429926,0.4943499155734511,0.5056500844265489
Tomé,0.47479745057794104,0.525202549422059,0.4747034044016506,0.5252965955983494
Torres del Paine,0.5723140495867769,0.42768595041322316,0.5717192268565615,0.42828077314343843
Tortel,0.5288683602771362,0.47113163972286376,0.5272727272727272,0.4727272727272727
Traiguén,0.4746038195855343,0.5253961804144657,0.4746506447039762,0.5253493552960238
Treguaco,0.48423373759647187,0.5157662624035281,0.4842381786339755,0.5157618213660246
Tucapel,0.4854614412136536,0.5145385587863464,0.48510709504685406,0.5148929049531459
Valdivia,0.4790943127117133,0.5209056872882867,0.47829494584327736,0.5217050541567226
