Comuna,"ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES,ACTIVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,ACTIVIDADES FINANCIERAS Y DE SEGUROS,ACTIVIDADES INMOBILIARIAS,"ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",ADMINISTRACION PUBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA,"AGRICULTURA, GANADERIA, SILVICULTURA Y PESCA",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,CONSTRUCCION,ENSEÑANZA,EXPLOTACION DE MINAS Y CANTERAS,INDUSTRIA MANUFACTURERA,INFORMACION Y COMUNICACIONES,OTRAS ACTIVIDADES DE SERVICIOS,"SUMINISTRO DE AGUA; EVACUACION DE AGUAS RESIDUALES, GESTION DE DESECHOS Y DESCONTAMINACION","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",TRANSPORTE Y ALMACENAMIENTO,Valor por Defecto,aporte,region_id,HHI_2021,HHI_2022
EL QUISCO,2.0191690514426747e-07,0.008916654651924018,0.0003561814206744879,0.0,0.0,0.0003758291717709749,9.900109481818421e-05,0.00023735538237366953,9.772778208982547e-05,0.0,2.3179236559928665e-05,0.3416897042866761,0.008747736738134757,6.593205065935265e-06,2.3179236559928665e-05,0.00713655109541899,1.9054362640552913e-05,5.047922628606687e-06,2.0191690514426747e-07,0.0,0.0030335501338494804,0.0,1557800,5.0,0.37076774955499575,0.37076774955499575
EL TABO,2.9624875609702525e-07,0.0013380462037653033,1.1301531266331153e-07,0.0,0.0,1.5132519722122183e-05,0.11486334136241695,0.0002145561114388685,4.1620643796679736e-05,0.0,0.01563550731279304,0.02221730385504209,0.03625998283316877,3.139314240647543e-07,1.0560653105538333e-05,0.0031178244173851967,9.251366864275614e-06,2.3064349523124804e-09,2.4627599879692147e-07,6.406763756423557e-09,0.005011135866450469,2.5627055025694226e-10,6246700,5.0,0.1987352415869102,0.1987352415869102
EMPEDRADO,0.0,4.7975919350848385e-06,0.0,0.0,0.0,0.0,0.042166335366956596,0.0,4.797591935084839e-08,0.0,0.018204750453195525,0.08698332828406773,0.00012724413209828765,0.0,0.0,0.03581383189173092,0.0,1.1993979837712097e-08,0.0,0.0,0.026165214841384232,0.0,913100,7.0,0.20946556253126755,0.20946556253126755
ERCILLA,0.0,0.0004007629945810664,0.0,0.0,0.0,5.1117728900646226e-05,0.0,0.0,0.0007381400053253315,0.0,0.35555243043217877,0.0238494875958855,0.014657383990018185,2.2718990622509428e-07,0.0,0.004909346683618063,0.0,0.0,0.0,0.0,1.1132305405029623e-05,0.0,209800,9.0,0.4001700289258188,0.4001700289258188
EST CENTRAL,4.56998039700446e-07,0.0002893647713067236,0.0016007512744043047,0.0,0.0,0.0011777972940370466,0.0021547568378626476,0.0014430695102451035,9.213923394913729e-05,0.0,0.00023192143130457,0.10377937529739413,0.002119532222611362,1.3048434434671283e-05,1.2066753103225994e-05,0.03443943940913219,0.0004487429795750672,4.339754443911164e-06,2.0493752922206855e-06,5.943497039842465e-07,0.045124642230374296,1.4809337005872682e-11,77956700,13.0,0.19293408817202365,0.19293408817202365
FLORIDA,1.0515053749016985e-07,8.583717346136314e-05,3.0987219619552092e-06,0.0,0.0,0.0006188194968469957,2.4806943130333945e-06,0.046420316367967215,7.21890628810064e-06,0.0,0.27082219645185224,0.007886052113606384,0.0027159418165509435,2.1459293365340783e-09,0.0,0.0017112692034897646,1.1124497680592662e-05,5.49357910152724e-07,2.1459293365340783e-09,2.1459293365340783e-09,0.001387163058005013,0.0,2158700,8.0,0.33167217944825916,0.33167217944825916
FREIRE,1.2209354060585755e-07,7.407594359461867e-05,1.953496649693721e-06,0.0,0.0,0.00016289375214194687,1.592593555010866e-05,0.0003149489123287803,1.2467745930455215e-05,0.0,0.10652103676980705,0.09400715064190818,0.0007538849988751972,0.0,3.420107257680538e-05,0.05912617600227744,2.164539224037364e-08,3.382092537558381e-10,2.113807835973988e-07,0.0,0.0017259092168655963,0.0,5437600,9.0,0.2627509799464316,0.2627509799464316
FREIRINA,0.0,0.0003395092650493609,0.0,0.0,0.0,3.322324721232536e-05,0.0,0.14292872200971554,1.2223226399804735e-05,0.0,0.0021877253824778343,0.18387021794280525,0.002395752374361728,1.4285728443891584e-07,1.5008943446363594e-05,4.2508970700854895e-05,3.571432110972896e-08,0.0,0.0,8.92858027743224e-09,0.0034432266267692456,0.0,1058300,3.0,0.3352683054891242,0.3352683054891242
FRESIA,0.0,7.337260077987213e-05,1.9295884491748093e-07,0.0,0.0,0.0010282776845652556,0.0,0.0008469084302706311,0.0017231707248243342,0.0,0.15361647808718354,0.09878339930676641,0.021429153061661113,1.2059927807342558e-08,0.0,0.00015949254525210533,4.3415740106433206e-07,3.087341518679695e-06,0.0,0.0,0.0004217236154949619,0.0,910600,10.0,0.2780857025744907,0.2780857025744907
FRUTILLAR,1.752590829479208e-06,0.0008707644133408505,1.739008250550744e-05,0.0,0.0,0.0002112930514383451,0.016599107418564876,0.045853143408591354,0.00014007336841896442,0.0,0.057359542951329605,0.03147421805281074,0.00482322039641358,3.301109982773857e-05,0.00011928571333142859,0.0028988709336501715,2.0379301424267174e-05,1.296216177482822e-06,9.085430860020213e-07,4.3814770736980185e-09,0.0010314831264719973,0.0,7553700,10.0,0.16145574504968946,0.16145574504968946
FUTALEUFU,1.0192742206947832e-08,0.00033024484750510976,1.0192742206947832e-08,0.0,0.0,4.852764564727863e-05,0.3562541162752356,0.0003265856530528155,0.00047996603778296644,0.0,0.00039156438462210793,0.06023667037767423,0.0006018712345780625,1.0192742206947832e-08,1.3953864081311582e-05,3.679579936708167e-06,3.66938719450122e-07,0.0,0.0,0.0,0.0017554450265915903,0.0,990500,10.0,0.42044302244365384,0.42044302244365384
