region_id,Comuna,Edad_Tramo1_2022,Edad_Tramo2_2022
13,San Ramón,0.30371208143151435,0.6962879185684857
8,San Rosendo,0.2434915773353752,0.7565084226646248
6,San Vicente,0.23517437915592346,0.7648256208440766
8,Santa Bárbara,0.27593818984547464,0.7240618101545254
6,Santa Cruz,0.23424832297625417,0.7657516770237458
8,Santa Juana,0.26713806327900286,0.7328619367209971
5,Santa María,0.275230307421592,0.7247696925784081
13,Santiago,0.34251069328551825,0.6574893067144818
5,Santo Domingo,0.21647865200628302,0.783521347993717
2,Sierra Gorda,0.26857142857142857,0.7314285714285714
13,Talagante,0.2867619736764907,0.7132380263235093
7,Talca,0.31645765272069415,0.6835423472793059
8,Talcahuano,0.29513307178454035,0.7048669282154597
2,Taltal,0.2740514075887393,0.7259485924112608
9,Temuco,0.3237563933674313,0.6762436066325687
7,Teno,0.26579945799457994,0.7342005420054201
9,Teodoro Schmidt,0.22888283378746593,0.771117166212534
3,Tierra Amarilla,0.2914625612316305,0.7085374387683695
13,Tiltil,0.28990496146074984,0.7100950385392502
12,Timaukel,0.2358490566037736,0.7641509433962265
8,Tirúa,0.27714061272584445,0.7228593872741556
2,Tocopilla,0.2845453426848776,0.7154546573151225
9,Toltén,0.22267431107823193,0.7773256889217681
8,Tomé,0.27180335618057194,0.7281966438194281
12,Torres del Paine,0.45106861642294716,0.5489313835770528
11,Tortel,0.22162162162162163,0.7783783783783784
9,Traiguén,0.24172410445587808,0.7582758955441219
16,Treguaco,0.2214377406931964,0.7785622593068036
8,Tucapel,0.2546164772727273,0.7453835227272727
14,Valdivia,0.32395691066470095,0.6760430893352991
3,Vallenar,0.26293763078172333,0.7370623692182766
5,Valparaíso,0.3321290729120172,0.6678709270879828
7,Vichuquén,0.2079002079002079,0.7920997920997921
9,Victoria,0.2692135502163856,0.7307864497836144
4,Vicuña,0.2722534314009382,0.7277465685990618
9,Vilcún,0.27594922797955934,0.7240507720204407
7,Villa Alegre,0.25843037974683547,0.7415696202531645
5,Villa Alemana,0.29103076404602574,0.7089692359539743
9,Villarrica,0.26458297057287133,0.7354170294271287
13,Vitacura,0.2571344675072033,0.7428655324927967
5,Viña del Mar,0.3395850820341346,0.6604149179658654
7,Yerbas Buenas,0.2561510244251588,0.7438489755748412
8,Yumbel,0.2270053912759353,0.7729946087240647
16,Yungay,0.24306812767984753,0.7569318723201525
5,Zapallar,0.25588235294117645,0.7441176470588236
16,Ñiquén,0.2161675666830306,0.7838324333169694
13,Ñuñoa,0.24959026973158915,0.7504097302684108
