region_id,Comuna,antagonism_2022,HHI_2021,Coalición_DER_IND,Coalicion_DER,Votos LP,Edad_Tramo1_2021,Edad_Tramo2_2021,Poblacion 2021_hombre,Poblacion 2021_mujer,NO,riqueza_2021,T_Homicidio_2021
5,CATEMU,0.0629236773136135,0.2697249942869957,1.0,0.0,0.1106796116504854,0.273117308343683,0.726882691656317,0.4958226768968456,0.5041773231031543,0.5822139091991158,3851000,0.0
7,CAUQUENES,0.0550252498484845,0.2322227981369697,1.0,0.0,0.2326571694022917,0.2464500501169395,0.7535499498830605,0.4787561755303691,0.5212438244696309,0.355419559844651,4005800,9.0389352134
8,CAÑETE,0.1043022091665098,0.1975575941851219,1.0,1.0,0.0,0.2645780600792779,0.7354219399207221,0.48015844174722,0.51984155825278,0.4775558166862514,4161400,2.6925873071
13,CERRILLOS,0.0754526382253332,0.259036619606609,1.0,0.0,0.1843264635603345,0.31096160157532,0.6890383984246801,0.4902492031295277,0.5097507968704723,0.6155965246874338,64720500,4.4682752458
13,CERRO NAVIA,0.0573949201383557,0.4502950252682907,1.0,0.0,0.2153425904848623,0.3162301591922767,0.6837698408077232,0.4954327337379015,0.5045672662620985,0.6655340171025904,8932000,6.3244884192
10,CHAITEN,0.0552165733583979,0.3203266317665404,0.0,0.0,0.0,0.2125855885229866,0.7874144114770134,0.5259984928409948,0.4740015071590053,0.3539057841383423,268000,0.0
7,CHANCO,0.1833388919401566,0.4421285297545451,0.0,0.0,0.5126194560156825,0.2321565617805065,0.7678434382194935,0.4956319956319956,0.5043680043680043,0.4309422828692605,513300,10.7307651036
3,CHAÑARAL,0.0462256886536157,0.3094529716931521,0.0,0.0,0.0,0.2812032121954539,0.718796787804546,0.5045449796259533,0.4954550203740466,0.5764957264957264,2248400,7.6051410754
6,CHEPICA,0.0436915053175747,0.5146084141118266,0.0,0.0,0.0,0.2481007163012806,0.7518992836987194,0.503789074834228,0.496210925165772,0.5086100013776003,1748100,0.0
8,CHIGUAYANTE,0.0724550010485796,0.1551149874047754,0.0,0.0,0.1163991029793898,0.3026192026626149,0.6973807973373851,0.474414875661078,0.525585124338922,0.684522920710766,11138800,2.1873462022
11,CHILE CHICO,0.1317663207370586,0.454778719002356,1.0,0.0,0.0,0.2024560238964487,0.7975439761035513,0.5122745490981964,0.4877254509018036,0.4683326152520465,1234200,19.4628260023
16,CHILLAN,0.0658736008323763,0.2513778241746195,0.0,0.0,0.2412586740480172,0.2889260293032213,0.7110739706967787,0.4644682019314621,0.5355317980685378,0.5525494523750193,51298200,2.9977816416
16,CHILLAN VIEJO,0.0903113329039255,0.2123037942375646,1.0,0.0,0.1932138428587532,0.2831849702454138,0.7168150297545861,0.4645975926362993,0.5354024073637007,0.5525494523750193,7784700,0.0
6,CHIMBARONGO,0.0528207527318521,0.3408523220106917,1.0,1.0,0.0,0.2553905341325937,0.7446094658674063,0.5015547582436357,0.4984452417563642,0.5202216419336348,7738700,0.0
9,CHOLCHOL,0.0685291359281532,0.2100344540854258,1.0,0.0,0.168922305764411,0.2754903428656984,0.7245096571343015,0.4894565217391304,0.5105434782608695,0.4635225126726965,311800,0.0
10,CHONCHI,0.057223547805839,0.3215811719473497,1.0,1.0,0.0,0.2441534144059869,0.7558465855940131,0.4976184709776378,0.5023815290223621,0.446849632779281,5761900,6.2142679592
11,CISNES,0.125254659774175,0.1653436573479151,1.0,1.0,0.0,0.2349833147942158,0.7650166852057843,0.5217391304347826,0.4782608695652174,0.3397183098591549,543100,0.0
16,COBQUECURA,0.0627185825498096,0.1903567181926278,0.0,0.0,0.1976173791170287,0.1957506095437129,0.804249390456287,0.4921286789869952,0.5078713210130048,0.2796052631578947,116000,18.9933523267
10,COCHAMO,0.0860973666805252,0.2380759716477636,1.0,0.0,0.0,0.2083333333333333,0.7916666666666666,0.5249311716121138,0.4750688283878862,0.1687419493344783,404500,0.0
11,COCHRANE,0.0900482107164437,0.4409342474416059,0.0,0.0,0.0,0.2574257425742574,0.7425742574257426,0.5182012847965739,0.4817987152034261,0.3713235294117647,260400,0.0
6,CODEGUA,0.0402653658909857,0.3135977808760469,1.0,0.0,0.2345140464142383,0.2597078731742073,0.7402921268257927,0.5072437021315862,0.4927562978684138,0.5179445350734094,5686000,14.0380430968
16,COELEMU,0.069310096823633,0.2079106408919779,0.0,0.0,0.2150259067357512,0.2586243386243386,0.7413756613756614,0.4827035657264502,0.5172964342735498,0.5256667018024666,3580500,0.0
16,COIHUECO,0.0525764741758512,0.3262291959409857,1.0,1.0,0.1135633468361503,0.2827313092523701,0.7172686907476299,0.485042636552201,0.5149573634477991,0.3349026708918062,3608100,0.0
6,COINCO,0.0398211600559724,0.1573927169999668,1.0,0.0,0.1786751888436955,0.2566964285714285,0.7433035714285714,0.5067698259187621,0.4932301740812379,0.511123787792356,836500,0.0
7,COLBUN,0.0542040631464812,0.1923072737747173,1.0,0.0,0.3702882483370288,0.2755102040816326,0.7244897959183674,0.4871546015071934,0.5128453984928065,0.504104558219918,1420900,0.0
1,COLCHANE,0.048198301268577,0.7319880481440956,0.0,0.0,0.0,0.2914798206278027,0.7085201793721974,0.5242255758538522,0.4757744241461477,0.1840942562592047,21800,0.0
13,COLINA,0.130566226715949,0.179291226690971,1.0,1.0,0.1058036288765924,0.2741134129213483,0.7258865870786517,0.4973318042813455,0.5026681957186544,0.4103552859618717,103746200,10.7759201289
9,COLLIPULLI,0.0400198429408403,0.192373523552629,1.0,1.0,0.1337355455002513,0.2725675675675675,0.7274324324324324,0.4829086071026507,0.5170913928973493,0.5183700188200638,4839000,3.8064786266
6,COLTAUCO,0.0546052773988649,0.5476019240816575,1.0,1.0,0.0896067415730337,0.2758340774413507,0.7241659225586492,0.5030674846625767,0.4969325153374233,0.5914105594956659,6533900,4.6496489515
4,COMBARBALA,0.0555567005381345,0.3154269640231498,0.0,0.0,0.1868303571428571,0.211688661459736,0.7883113385402639,0.4889229106628242,0.5110770893371758,0.4866968581941692,851800,0.0
8,CONCEPCION,0.0664266865865505,0.1389315972520226,0.0,0.0,0.0978656540526384,0.3658689594146625,0.6341310405853375,0.4818053654250863,0.5181946345749137,0.6232792527040315,162661700,0.8380087237
13,CONCHALI,0.0605677974110764,0.2471462728199763,1.0,0.0,0.283715909591576,0.3074488338886245,0.6925511661113756,0.4925238744884038,0.5074761255115962,0.6343145757869496,60982800,2.8695639698
5,CONCON,0.1335658026226227,0.1251642344571041,1.0,0.0,0.141015386063144,0.2934732018187677,0.7065267981812323,0.4807361350136013,0.5192638649863988,0.5897136177673875,20845000,0.0
7,CONSTITUCION,0.0624534798601471,0.2325232952264826,0.0,0.0,0.089918946301925,0.2685409109230149,0.7314590890769851,0.4925384960777581,0.5074615039222419,0.6129737980157721,19008000,3.9620436221
8,CONTULMO,0.0406010075760683,0.5283121986851717,1.0,0.0,0.0,0.2412626832018038,0.7587373167981961,0.4923234390992835,0.5076765609007164,0.3483054307880767,740000,0.0
3,COPIAPO,0.0589007982010146,0.1153640784125645,0.0,0.0,0.0,0.3063851847585035,0.6936148152414965,0.5004805926527933,0.4995194073472067,0.5462918712256158,44923900,5.194715243
4,COQUIMBO,0.0653405714878112,0.1560683123280527,1.0,0.0,0.2499574873312247,0.3056395865247223,0.6943604134752778,0.4816801259586571,0.5183198740413428,0.5487135341941655,48180100,2.2917295301
8,CORONEL,0.0818174739059243,0.2661549218508038,1.0,0.0,0.1389432485322896,0.2917134219593658,0.7082865780406342,0.479706385793945,0.520293614206055,0.7081400770571057,33472600,5.523597598
14,CORRAL,0.0487227636315258,0.4601298047108669,1.0,0.0,0.1752711496746204,0.2628849270664505,0.7371150729335494,0.4942049142327306,0.5057950857672694,0.542766631467793,685100,0.0
11,COYHAIQUE,0.0561734046049516,0.2513875451915849,0.0,0.0,0.0,0.2455348542807606,0.7544651457192394,0.4923426604289875,0.5076573395710124,0.5258636446719064,13209400,1.6261220242
9,CUNCO,0.0484546894380871,0.2382356582534296,1.0,0.0,0.1409289400555776,0.2549243209620568,0.7450756790379431,0.4946122217496101,0.5053877782503899,0.3960301454198068,3457200,0.0
9,CURACAUTIN,0.0454170784536927,0.2315534829792936,1.0,0.0,0.1433746425166825,0.2515972010952236,0.7484027989047763,0.4774870594908885,0.5225129405091116,0.3473673831591402,1864400,0.0
13,CURACAVI,0.0611237058612801,0.1685177980211147,1.0,1.0,0.154334735626495,0.2874519556861858,0.7125480443138141,0.4952041751886593,0.5047958248113407,0.5310200835156095,12513500,0.0
10,CURACO DE VELEZ,0.0444457545562716,0.4590813728834388,0.0,0.0,0.0,0.2351618705035971,0.7648381294964028,0.4887242268041237,0.5112757731958762,0.3909149072296865,614200,0.0
8,CURANILAHUE,0.0887636843641307,0.3035311607429292,1.0,0.0,0.0,0.2596460984637225,0.7403539015362774,0.4838621869653134,0.5161378130346865,0.6122257970166716,3330900,8.8440788892
9,CURARREHUE,0.0549340691179593,0.3803542162014767,0.0,0.0,0.2566585956416465,0.2845284759050034,0.7154715240949966,0.4979188345473465,0.5020811654526535,0.2016271666077113,529600,0.0
7,CUREPTO,0.0953658155566133,0.4851596972125479,0.0,0.0,0.0730979612133267,0.2195564516129032,0.7804435483870967,0.497336624658958,0.502663375341042,0.5245250921462999,1121800,0.0
7,CURICO,0.0866395335807105,0.206187965340344,0.0,0.0,0.162452159650082,0.2771594483426082,0.7228405516573917,0.4843958157610538,0.5156041842389462,0.5714208046393621,67669600,2.4131710878
10,DALCAHUE,0.0581938558246588,0.3531617561244424,1.0,1.0,0.0,0.2617122604939639,0.7382877395060361,0.493409642733264,0.5065903572667361,0.325555860554488,3698000,6.5884833311
3,DIEGO DE ALMAGRO,0.0597938237577566,0.2518761162327294,1.0,1.0,0.0,0.2357617465590887,0.7642382534409112,0.5100980392156863,0.4899019607843137,0.6880187416331994,2779700,0.0
6,DOÑIHUE,0.053258762286083,0.1930570772715841,1.0,0.0,0.1825545902794083,0.2627786534564287,0.7372213465435713,0.497845941754265,0.502154058245735,0.6725310813980765,8962100,0.0
13,EL BOSQUE,0.0681408913562836,0.1889415027367131,0.0,0.0,0.260130638655118,0.3166764418377321,0.6833235581622679,0.4907289680016953,0.5092710319983047,0.6157989228007181,16184800,5.238985034
16,EL CARMEN,0.0430870387910453,0.4477842841132106,0.0,0.0,0.1814807579605391,0.2441025641025641,0.7558974358974359,0.4852971629737005,0.5147028370262995,0.2383379067032536,1397900,0.0
13,EL MONTE,0.052513396724496,0.1777730619522143,0.0,0.0,0.391689483008536,0.3022912047302291,0.6977087952697709,0.4941094941094941,0.5058905058905059,0.4671706446954897,7199500,2.4618414574
5,EL QUISCO,0.039809296162808,0.49680234795078,1.0,0.0,0.1996823563384349,0.2407447499458757,0.7592552500541243,0.4900124843945068,0.5099875156054932,0.485336770866903,1697600,0.0
5,EL TABO,0.0437961360586991,0.1960356624821733,0.0,0.0,0.2107630522088353,0.2317659631311782,0.7682340368688217,0.4945528249303268,0.5054471750696732,0.4492307692307692,4348200,6.8554192089
7,EMPEDRADO,0.3686520250490297,0.2476884009139123,1.0,0.0,0.0915063350539652,0.2568732047599507,0.7431267952400492,0.5061804697156984,0.4938195302843016,0.4009123162696401,753900,0.0
9,ERCILLA,0.1201546394057558,0.3864225575369608,0.0,0.0,0.1002785515320334,0.2790646371056695,0.7209353628943305,0.4871835950016021,0.512816404998398,0.388051948051948,202500,11.8399242245
13,ESTACION CENTRAL,0.0717116535326756,0.1876497439265254,0.0,0.0,0.1600177698800533,0.3352335719956797,0.6647664280043203,0.5022679061104117,0.4977320938895883,0.6440865934115677,75970200,3.7301254255
8,FLORIDA,0.043466884057643,0.2657323533099842,0.0,0.0,0.0471261236720239,0.2468562874251497,0.7531437125748504,0.4935376276839691,0.5064623723160309,0.4038312992430094,1970700,0.0
9,FREIRE,0.0820763562101966,0.2699974633115982,0.0,0.0,0.1113465160075329,0.2683349507833079,0.7316650492166921,0.4924238585111235,0.5075761414888765,0.4318954248366013,5470000,0.0
3,FREIRINA,0.0634297846063338,0.4774122354714688,0.0,0.0,0.0,0.2670678083776903,0.7329321916223096,0.5066086956521739,0.4933913043478261,0.4640522875816993,593500,0.0
10,FRESIA,0.0597714471768762,0.2628203753377017,0.0,0.0,0.0366881507188894,0.2445652173913043,0.7554347826086957,0.5008008008008008,0.4991991991991992,0.5060539752005835,864800,0.0
10,FRUTILLAR,0.05324442464986,0.1661160484652158,0.0,0.0,0.0558236808236808,0.2690519674580773,0.7309480325419226,0.4950532967383673,0.5049467032616327,0.4849967384213959,6290300,4.9050865748
10,FUTALEUFU,0.0595783553487895,0.2977011966266913,1.0,0.0,0.0,0.2513028372900984,0.7486971627099016,0.5118145341061079,0.4881854658938921,0.1865828092243186,416100,0.0
14,FUTRONO,0.0532674296107015,0.2966872191822695,1.0,1.0,0.0883785664578984,0.2645102087634778,0.7354897912365221,0.4927118792004888,0.5072881207995112,0.3724770642201835,2420100,0.0
9,GALVARINO,0.059654753270748,0.3344920359600495,0.0,0.0,0.1175413371675054,0.2651845393780878,0.7348154606219123,0.4952835188129306,0.5047164811870695,0.3834425979570056,742500,0.0
15,GENERAL LAGOS,0.0359992808688015,1.0,1.0,1.0,0.0,0.291497975708502,0.708502024291498,0.5542347696879644,0.4457652303120357,0.0326295585412667,100,0.0
9,GORBEA,0.0590850397022493,0.350376799957757,0.0,0.0,0.1159943808950431,0.2681974198129956,0.7318025801870044,0.4862163737819605,0.5137836262180395,0.3841741776893363,2250300,0.0
6,GRANEROS,0.059310453570046,0.2289663380655343,1.0,0.0,0.1130268199233716,0.2792620865139949,0.7207379134860051,0.498434769947583,0.501565230052417,0.6473388481348525,10338700,0.0
11,GUAITECAS,0.0386949157660027,0.4503196443063948,0.0,0.0,0.0,0.224,0.776,0.5380116959064327,0.4619883040935672,0.2446351931330472,60900,0.0
5,HIJUELAS,0.0446363289624341,0.2951777273195019,1.0,0.0,0.1675343114055844,0.2849201447101385,0.7150798552898615,0.4952231472635457,0.5047768527364542,0.4456233421750663,9312200,0.0
10,HUALAIHUE,0.095999977533742,0.2689227432303842,1.0,0.0,0.0,0.2263477329525169,0.773652267047483,0.5137005258787711,0.4862994741212288,0.2358366271409749,599400,0.0
7,HUALAÑE,0.0546617700491038,0.1898072428185974,0.0,0.0,0.086366573336205,0.2375424182889801,0.7624575817110198,0.4961869618696187,0.5038130381303813,0.577472428132345,988800,0.0
8,HUALPEN,0.0505123531314517,0.1595652040028184,0.0,0.0,0.1247184238078619,0.2992542534855543,0.7007457465144457,0.4754406090311815,0.5245593909688184,0.63615181607082,15453300,9.2273622047
8,HUALQUI,0.0957346424158284,0.307764557207566,1.0,0.0,0.1227024971479275,0.2847298254653185,0.7152701745346816,0.4787180771156735,0.5212819228843265,0.5737856236298604,5424900,3.7927634074
1,HUARA,0.098834155509188,0.7088677633782853,1.0,1.0,0.0,0.2816728167281673,0.7183271832718328,0.5229074889867842,0.4770925110132158,0.3648325358851674,1202000,32.8623069339
3,HUASCO,0.0685030697230578,0.2504378950645072,1.0,0.0,0.0,0.2603292948120534,0.7396707051879465,0.505795574288725,0.494204425711275,0.5417318727177882,1546000,0.0
13,HUECHURABA,0.11750645139809,0.1742879067432416,0.0,0.0,0.2020843174303259,0.2759108085499178,0.7240891914500822,0.4886636119750243,0.5113363880249757,0.6624207982232674,280915200,2.6211632723
4,ILLAPEL,0.0638298117309743,0.1891346929918513,0.0,0.0,0.3780434592896413,0.2452140714480501,0.7547859285519498,0.4818240051245095,0.5181759948754905,0.6464269634012992,3705600,0.0
13,INDEPENDENCIA,0.1009060391857797,0.2507326504341088,1.0,0.0,0.2217065456545654,0.3434845344063732,0.6565154655936268,0.4999750407667476,0.5000249592332524,0.5862482510493704,46268700,2.0317632319
1,IQUIQUE,0.063023116565089,0.5246091094900502,0.0,0.0,0.0,0.3103084740759483,0.6896915259240517,0.5003594825751606,0.4996405174248394,0.542694965449161,189557700,8.3653638713
13,ISLA DE MAIPO,0.0656151451029163,0.2671271396214799,1.0,1.0,0.2491837222266465,0.2878775543434014,0.7121224456565985,0.4956305436454685,0.5043694563545315,0.5576204523107178,10275000,0.0
5,ISLA DE PASCUA,0.0493634584295065,0.4554897663904872,0.0,0.0,0.2305411415863602,0.2744203030856308,0.7255796969143692,0.4894020879468522,0.5105979120531478,0.4230769230769231,6295000,0.0
5,JUAN FERNANDEZ,0.0256961917256758,0.2746056770874957,0.0,0.0,0.0245614035087719,0.2449922958397534,0.7550077041602465,0.5201465201465202,0.4798534798534798,0.1535269709543568,37100,0.0
13,LA CISTERNA,0.0541874200136046,0.2482890398750048,1.0,0.0,0.2327283546563522,0.3034630197793589,0.696536980220641,0.4894387521783732,0.5105612478216268,0.587486962293372,30783000,2.9665961276
5,LA CRUZ,0.0531052664696783,0.2339891586334233,0.0,0.0,0.1631423811354607,0.2701599844549517,0.7298400155450483,0.4805872925606162,0.5194127074393837,0.5314009661835749,5934300,0.0
6,LA ESTRELLA,0.0472366424269186,0.4027014860243305,1.0,0.0,0.0,0.1982507288629737,0.8017492711370262,0.5139489194499017,0.4860510805500982,0.4231958762886598,3837300,0.0
13,LA FLORIDA,0.0619813773939849,0.1337684449891521,1.0,1.0,0.1562621807364858,0.2974925557707014,0.7025074442292986,0.4854682353528296,0.5145317646471704,0.6318998868510024,89644300,2.2212075965
13,LA GRANJA,0.0645741831031861,0.2594770030541166,0.0,0.0,0.2234431298392661,0.3103692408234397,0.6896307591765602,0.4915147309318024,0.5084852690681976,0.6470689251424557,12337400,9.8338086341
4,LA HIGUERA,0.0852427531465945,0.1857222686418079,1.0,1.0,0.3037409268565047,0.2505091649694501,0.7494908350305499,0.5067024128686327,0.4932975871313673,0.5870036101083033,249300,0.0
5,LA LIGUA,0.0671048116829508,0.4597282162553502,1.0,0.0,0.1188412586866557,0.2563680431700736,0.7436319568299263,0.4884117827763934,0.5115882172236065,0.5668630849220104,5283600,2.6345601602
13,LA PINTANA,0.06804739678808,0.2624852250638577,0.0,0.0,0.1859872324107284,0.3235946286342753,0.6764053713657248,0.4929724064662474,0.5070275935337526,0.6771138343635904,25869700,11.0844848882
13,LA REINA,0.0922616065173619,0.1284534291409413,1.0,1.0,0.1120803800919074,0.2840688713131756,0.7159311286868244,0.4779529243039917,0.5220470756960083,0.5280747703788748,55624100,0.0
4,LA SERENA,0.0634545567036181,0.1201034017853755,0.0,0.0,0.2778797613584213,0.3194477147267352,0.6805522852732648,0.480244915629864,0.519755084370136,0.5548285956521044,73344700,1.5720489693
14,LA UNION,0.0514860155400733,0.2067517669191819,0.0,0.0,0.1153371905529735,0.2635824753754958,0.7364175246245042,0.4827529781384998,0.5172470218615002,0.4411082169074118,6633400,5.0513979744
14,LAGO RANCO,0.0884564349068111,0.1979842022813598,1.0,1.0,0.1189482470784641,0.239073196419168,0.760926803580832,0.4965986394557823,0.5034013605442177,0.3236675515621809,971700,9.7153405227
11,LAGO VERDE,0.0886018867586955,0.6717587110142516,1.0,1.0,0.0,0.2077922077922078,0.7922077922077922,0.5327102803738317,0.4672897196261682,0.3537414965986394,190200,0.0
12,LAGUNA BLANCA,0.0824917069513496,0.5318850661625708,0.0,0.0,0.0,0.1835443037974683,0.8164556962025317,0.6183574879227053,0.3816425120772946,0.3254437869822485,230000,0.0
8,LAJA,0.0838666948540572,0.198653556312915,1.0,0.0,0.0,0.2659882641313228,0.7340117358686771,0.4824787496572525,0.5175212503427474,0.5666190726685203,2918200,0.0
13,LAMPA,0.090120072953305,0.2494040006467623,1.0,0.0,0.1842451288998685,0.2884865435097274,0.7115134564902725,0.4978793312645628,0.5021206687354371,0.492917609588467,126182200,2.2824796859
14,LANCO,0.0596642358012269,0.238897393969711,0.0,0.0,0.0,0.2647323661830915,0.7352676338169084,0.4794336810730253,0.5205663189269747,0.3846828779142642,2535300,5.629996622
6,LAS CABRAS,0.0540236066769231,0.2984073545169339,0.0,0.0,0.0,0.2477134146341463,0.7522865853658537,0.5072822465492622,0.4927177534507377,0.4747443122521394,43211800,0.0
13,LAS CONDES,0.1331714915274841,0.1298914740355486,1.0,1.0,0.0432108382726503,0.3029868253952866,0.6970131746047133,0.4783315707890886,0.5216684292109114,0.4102164911479899,2041151900,0.5964878794
9,LAUTARO,0.0512058454052669,0.2296934661698428,0.0,0.0,0.1599776411403018,0.2949145389322642,0.7050854610677358,0.4825040650406504,0.5174959349593496,0.4638958054012641,13174700,4.8703275295
8,LEBU,0.0845597388188629,0.4045705808497239,0.0,0.0,0.0,0.2612641400907522,0.7387358599092477,0.4838725586900769,0.516127441309923,0.625243823146944,1519000,0.0
7,LICANTEN,0.0531225732366772,0.2642124157179206,1.0,0.0,0.124960254372019,0.2304216867469879,0.7695783132530121,0.4982786736727668,0.5017213263272332,0.5356531660011409,422700,0.0
5,LIMACHE,0.0576657372755022,0.1849775340705827,1.0,1.0,0.1472128118263012,0.2902745043671149,0.7097254956328851,0.4816220122864075,0.5183779877135924,0.505582577934999,9116500,0.0
7,LINARES,0.0626251810388713,0.2276804574723651,1.0,1.0,0.3506775067750677,0.2635730383118213,0.7364269616881787,0.4755233970363325,0.5244766029636675,0.4828136158057605,23310400,8.8326218166
